Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
hints/aircraft_atgm_mclos/start;"The use of air-to-surface guided missiles with manual aiming
Press {shortcut} to continue";"The use of air-to-surface guided missiles with manual aiming
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/start_rocket;Press {shortcut} to launch an air-to-surface missile;Press {shortcut} to launch an air-to-surface missile;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/about_move;"The missile requires manual control along the pitch and course axes during the whole flight. Using the following commands, align the missile trajectory with the target you need to hit
Press {shortcut} to continue";"The missile requires manual control along the pitch and course axes during the whole flight. Using the following commands, align the missile trajectory with the target you need to hit
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/zoom;Press {shortcut} to zoom the camera;Press {shortcut} to zoom the camera;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/controls_check_left_right;Press {shortcut} to control the missile's yaw;Press {shortcut} to control the missile's yaw;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/controls_check_up_down;Press {shortcut} to control the missile's pitch;Press {shortcut} to control the missile's pitch;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_mclos/destroy_target;Hit the target with the missile;Hit the target with the missile;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_ir/start;"Missiles with thermal homing head are guided by heat radiated by aircraft engines or its airframe. Engines radiate far more heat, which makes capture distance greater for launching in pursuit rather than firing from ahead
Press {shortcut} to continue";"Missiles with thermal homing head are guided by heat radiated by aircraft engines or its airframe. Engines radiate far more heat, which makes capture distance greater for launching in pursuit rather than firing from ahead
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_ir/target;"Lock the target ahead of you by aiming the missile seeker (central circle) at the target. If the central circle stops blinking and changes its color to red, it means that the target is locked and you may launch a missile
Press {shortcut} to continue";"Lock the target ahead of you by aiming the missile seeker (central circle) at the target. If the central circle stops blinking and changes its color to red, it means that the target is locked and you may launch a missile
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/start1;"The use of missiles with semi-active radar homing head
Press {shortcut} to continue";"The use of missiles with semi-active radar homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/start2;"These missiles aim at the launch aircraft radar signal reflected from the target. To use them, you need to capture the target with the radar and follow it until the missile hits
Press {shortcut} to continue";"These missiles aim at the launch aircraft radar signal reflected from the target. To use them, you need to capture the target with the radar and follow it until the missile hits
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/start3;"The radar indicator is displayed in the right part of the screen and it shows a detected and selected target as a horizontal line surrounded with two brackets
Press {shortcut} to continue";"The radar indicator is displayed in the right part of the screen and it shows a detected and selected target as a horizontal line surrounded with two brackets
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/check_radar;Press {shortcut} to enable the radar indicator. You can use settings to enable the aircraft radar automatically at the start of a mission;Press {shortcut} to enable the radar indicator. You can use settings to enable the aircraft radar automatically at the start of a mission;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/activation_rocket;Press {shortcut} to capture the chosen target;Press {shortcut} to capture the chosen target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_sarh/rocket_start1;The target is captured and is being followed by the aircraft radar and the missile homing head;The target is captured and is being followed by the aircraft radar and the missile homing head;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/start1;"The use of missiles with semi-active laser homing head
Press {shortcut} to continue";"The use of missiles with semi-active laser homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/start2;"These missiles aim at the launch aircraft laser signal reflected from the target
Press {shortcut} to continue";"These missiles aim at the launch aircraft laser signal reflected from the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/change_view;Align the crosshair with the target and press {shortcut} to change camera;Align the crosshair with the target and press {shortcut} to change camera;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/activation_rocket1;You have to activate a missile homing head;You have to activate a missile homing head;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/target;Press {shortcut} to stabilize the crosshair in relation to surface. You can use settings to enable the automatic crosshair stabilization at missile launch;Press {shortcut} to stabilize the crosshair in relation to surface. You can use settings to enable the automatic crosshair stabilization at missile launch;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser/rocket_move;Hold the central crosshair mark on the target until the missile hits;Hold the central crosshair mark on the target until the missile hits;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/start1;"The use of air-to-air missiles with active radar seeker
Press {shortcut} to continue";"The use of air-to-air missiles with active radar seeker
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/start2;"These missiles use a combined guidance scheme - at long distances, they receive data about the target from the carrier's radar, and when approaching the target at a range of 10-15 km, they transfer to autonomous mode and track the target with their own active radar seeker
Press {shortcut} to continue";"These missiles use a combined guidance scheme - at long distances, they receive data about the target from the carrier's radar, and when approaching the target at a range of 10-15 km, they transfer to autonomous mode and track the target with their own active radar seeker
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/start3;"Also, these missiles allow simultaneous firing of several targets, targeting each missile individually
Press {shortcut} to continue";"Also, these missiles allow simultaneous firing of several targets, targeting each missile individually
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/tws;"Missiles with active radar seeker can be used combined with a special radar operating mode — ""Track-While-Scan"" or ""TWS"". In this mode, the aircraft’s radar tracks several targets at once and measures their movement parameters
Press {shortcut} to switch to TWS mode";"Missiles with active radar seeker can be used combined with a special radar operating mode — ""Track-While-Scan"" or ""TWS"". In this mode, the aircraft’s radar tracks several targets at once and measures their movement parameters
Press {shortcut} to switch to TWS mode";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/tws_menu;"Missiles with active radar seeker can be used combined with a special radar operating mode — ""Track-While-Scan"" or ""TWS"". In this mode, the aircraft’s radar tracks several targets at once and measures their movement parameters
Press {shortcut} to open the multi-function menu";"Missiles with active radar seeker can be used combined with a special radar operating mode — ""Track-While-Scan"" or ""TWS"". In this mode, the aircraft’s radar tracks several targets at once and measures their movement parameters
Press {shortcut} to open the multi-function menu";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/activation_tws1;"The indicator to the right displays all targets tracked by the radar in this mode. In addition, the currently selected target is indicated by a square frame in the world and two vertical bars on the radar indicator
Press {shortcut} to continue";"The indicator to the right displays all targets tracked by the radar in this mode. In addition, the currently selected target is indicated by a square frame in the world and two vertical bars on the radar indicator
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/activation_tws2;"Now you can issue target designation for a missile at the current target
Press {shortcut} to continue";"Now you can issue target designation for a missile at the current target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/switch_target;To fire at the second target, you need to select it through the radar using {shortcut};To fire at the second target, you need to select it through the radar using {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/cycling_y;Use {shortcut} to aim the lock on the target along the Y-axis. You can activate cyclic switching of aircraft radar targets in the settings;Use {shortcut} to aim the lock on the target along the Y-axis. You can activate cyclic switching of aircraft radar targets in the settings;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/cycling_x;Use {shortcut} to aim the lock on the target along the X-axis. You can activate cyclic switching of aircraft radar targets in the settings;Use {shortcut} to aim the lock on the target along the X-axis. You can activate cyclic switching of aircraft radar targets in the settings;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/activate_target;When the target is highlighted, press {shortcut} to lock it on;When the target is highlighted, press {shortcut} to lock it on;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_arh/switch_target_manual;Select another target;Select another target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_tv/start1;"The use of guided air-to-surface missiles with television homing head
Press {shortcut} to continue";"The use of guided air-to-surface missiles with television homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_tv/start2;"These missiles autonomously target using their own television homing head
Press {shortcut} to continue";"These missiles autonomously target using their own television homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_ir/start1;"The use of guided air-to-surface missiles with infrared imaging homing head
Press {shortcut} to continue";"The use of guided air-to-surface missiles with infrared imaging homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_ir/start2;"These missiles autonomously target using their own infrared imaging homing head
Press {shortcut} to continue";"These missiles autonomously target using their own infrared imaging homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_mclos/start1;"The use of air-to-air guided missiles with manual guidance
Press {shortcut} to continue";"The use of air-to-air guided missiles with manual guidance
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_mclos/start2;"These missiles are not automatically guided, but are directed using commands for guidance correction
Press {shortcut} to continue";"These missiles are not automatically guided, but are directed using commands for guidance correction
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_mclos/about_rocket1;"The missile can be detonated either by a direct hit on the target or by a remote detonator if available
Press {shortcut} to continue";"The missile can be detonated either by a direct hit on the target or by a remote detonator if available
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_aam_mclos/about_rocket2;"This weapon is immune to enemy countermeasures
Press {shortcut} to continue";"This weapon is immune to enemy countermeasures
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/start1;"The use of guided bombs with laser homing head
Press {shortcut} to continue";"The use of guided bombs with laser homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/start2;"These bombs are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";"These bombs are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/laser_board;"Two laser designators are displayed on the screen. The upper one shows where the aircraft's nose is pointing. The lower one indicates where the bomb will land
Press {shortcut} to continue";"Two laser designators are displayed on the screen. The upper one shows where the aircraft's nose is pointing. The lower one indicates where the bomb will land
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/target_sim;"Align the bomb's laser designator with the target's laser designator
Press {shortcut} to release the bomb";"Align the bomb's laser designator with the target's laser designator
Press {shortcut} to release the bomb";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/after_bomb1;"Continuous laser designation from the carrier to the target is required for guidance until the target is hit
Press {shortcut} to continue";"Continuous laser designation from the carrier to the target is required for guidance until the target is hit
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_laser/after_bomb2;"The targeting container features a movable laser guidance station, allowing limited maneuvers after weapon deployment or flying over the target without ceasing target tracking
Press {shortcut} to continue";"The targeting container features a movable laser guidance station, allowing limited maneuvers after weapon deployment or flying over the target without ceasing target tracking
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_tv/start1;"The use of guided bombs with television homing head
Press {shortcut} to continue";"The use of guided bombs with television homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_tv/start2;"These bombs autonomously target using their own television homing head
Press {shortcut} to continue";"These bombs autonomously target using their own television homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_tv/target_sim;"Align the aircraft's sight with the target
Press {shortcut} to release the bomb";"Align the aircraft's sight with the target
Press {shortcut} to release the bomb";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_ir/start1;"The use of guided bombs with infrared imaging homing head
Press {shortcut} to continue";"The use of guided bombs with infrared imaging homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_ir/start2;"These bombs autonomously target using their own infrared imaging homing head
Press {shortcut} to continue";"These bombs autonomously target using their own infrared imaging homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_container/start1;"The use of guided missiles with laser homing head
Press {shortcut} to continue";"The use of guided missiles with laser homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_container/start2;"These missiles are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";"These missiles are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_container/after_attack1;"Continuous laser designation from the carrier to the target is required for guidance until the target is hit
Press {shortcut} to continue";"Continuous laser designation from the carrier to the target is required for guidance until the target is hit
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_container/after_attack2;"The targeting container features a movable laser guidance station, allowing limited maneuvers after weapon deployment or flying over the target without ceasing target tracking
Press {shortcut} to continue";"The targeting container features a movable laser guidance station, allowing limited maneuvers after weapon deployment or flying over the target without ceasing target tracking
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/start1;"The use of guided missiles with laser homing head
Press {shortcut} to continue";"The use of guided missiles with laser homing head
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/start2;"These missiles are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";"These missiles are guided by the carrier aircraft laser signal reflected from the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/target1;"The aircraft is equipped with a fixed laser beam targeting station. Continuous laser designation from the carrier to the target is required for guidance until the target is hit. Targeting is done by directing the missile’s flight by the carrier aircraft until the target is hit
Press {shortcut} to continue";"The aircraft is equipped with a fixed laser beam targeting station. Continuous laser designation from the carrier to the target is required for guidance until the target is hit. Targeting is done by directing the missile’s flight by the carrier aircraft until the target is hit
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/target2;"Targeting is done by directing the missile’s flight by the carrier aircraft until the target is hit
Press {shortcut} to continue";"Targeting is done by directing the missile’s flight by the carrier aircraft until the target is hit
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/target3;"Align the aircraft's course to the target
Press {shortcut} to continue";"Align the aircraft's course to the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/hold_on_target1;To adjust the alignment of the laser beam, the direction of the carrier aircraft's flight is used;To adjust the alignment of the laser beam, the direction of the carrier aircraft's flight is used;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_atgm_laser_fixed_beam/hold_on_target2;Keep the circle on the target with the aircraft's heading until the missile hits;Keep the circle on the target with the aircraft's heading until the missile hits;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/start;"Use of guided bombs with satellite targeting
These bombs use a designated marker on the surface for targeting before being dropped
Press {shortcut} to continue";"Use of guided bombs with satellite targeting
These bombs use a designated marker on the surface for targeting before being dropped
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/zoom;To better identify the target's location, use the camera zoom {shortcut};To better identify the target's location, use the camera zoom {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/spi_info1;If the marker is far from the target, it can be repositioned {shortcut};If the marker is far from the target, it can be repositioned {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/spi_info2;If the marker is correctly placed, use {shortcut} to release the bomb;If the marker is correctly placed, use {shortcut} to release the bomb;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/next_target;;Mark the next target and press {shortcut} to drop the bomb;nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/aim_bomb;;Aim at the target and press {shortcut} to drop the bomb;nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/aim_next_target;;Aim at the next target and press {shortcut} to drop the bomb;nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/after_bomb1;"A satellite-guided bomb is unaffected by weather conditions, smoke interference, or time of day
However, this type of weapon cannot be adjusted after release
Press {shortcut} to continue";"A satellite-guided bomb is unaffected by weather conditions, smoke interference, or time of day
However, this type of weapon cannot be adjusted after release
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_guided_bombs_gnss/after_bomb2;"This makes it ineffective against moving targets
Keep this in mind and choose the predicted enemy location in advance, then release the bomb at the right moment";"This makes it ineffective against moving targets
Keep this in mind and choose the predicted enemy location in advance, then release the bomb at the right moment";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/rocket_start;Press {shortcut} to launch missile;Press {shortcut} to launch missile;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/laser_activate;Press {shortcut} to activate the laser;Press {shortcut} to activate the laser;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/view_target;In the targeting camera, the center of the crosshair indicates the aiming point. Aim at the target;In the targeting camera, the center of the crosshair indicates the aiming point. Aim at the target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/view_target_after;The set point is saved and displayed in 3rd person view. Align the aircraft to avoid colliding with the target;The set point is saved and displayed in 3rd person view. Align the aircraft to avoid colliding with the target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/change_view_homing;To switch to the seeker camera mode, use the view change {shortcut};To switch to the seeker camera mode, use the view change {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/change_view_laser;To switch to the pod camera mode, use the view change {shortcut};To switch to the pod camera mode, use the view change {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/change_view_container;To switch to the targeting container view, use the view change {shortcut};To switch to the targeting container view, use the view change {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/boomb_start;When the target is within the circle of the release zone, press {shortcut};When the target is within the circle of the release zone, press {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/bomb_cancel;The bomb has not been dropped;The bomb has not been dropped;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/after_bomb;After the bomb is dropped, the transmission of the image to the carrier aircraft stops, and the bomb is guided to the target independently. You can perform any defensive maneuvers or attack the next target;After the bomb is dropped, the transmission of the image to the carrier aircraft stops, and the bomb is guided to the target independently. You can perform any defensive maneuvers or attack the next target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/after_rocket;After launching the missile, the transmission of the image to the carrier aircraft stops, and the missile is guided to the target independently. You can perform any defensive maneuvers or attack the next target;After launching the missile, the transmission of the image to the carrier aircraft stops, and the missile is guided to the target independently. You can perform any defensive maneuvers or attack the next target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/nvd;Press {shortcut} to switch to the infrared imaging homing mode;Press {shortcut} to switch to the infrared imaging homing mode;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/nvd_menu;Press {shortcut} to switch to the infrared imaging homing mode;Press {shortcut} to switch to the infrared imaging homing mode;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/boomb_view;"After dropping the bomb, you can switch to bomb tracking mode.
To do this, press and hold {shortcut} until the target is hit";"After dropping the bomb, you can switch to bomb tracking mode
To do this, press and hold {shortcut} until the target is hit";nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/activation_rocket;Press {shortcut} to activate missile seeker;Press {shortcut} to activate missile seeker;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/activation_tv_rocket;Press {shortcut} to activate missile;Press {shortcut} to activate missile;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/laser_activation_rocket;"A small circle indicates the point illuminated by the laser from the side of your aircraft. The missile will be guided to that point
Press {shortcut} to continue";"A small circle indicates the point illuminated by the laser from the side of your aircraft. The missile will be guided to that point
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/activation_lock;To lock onto the target, use {shortcut};To lock onto the target, use {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/activation_bomb;Press {shortcut} to activate bomb;Press {shortcut} to activate bomb;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_choose_agm;Press {shortcut} to select an air-to-surface missile using the selector;Press {shortcut} to select an air-to-surface missile using the selector;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_choose_aam;Press {shortcut} to select an air-to-air missile using the selector;Press {shortcut} to select an air-to-air missile using the selector;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_choose_bomb;Press {shortcut} to select the release of the guided bomb using the selector;Press {shortcut} to select the release of the guided bomb using the selector;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_bound_fire_agm;To test air-to-surface missiles in this mission, you need to assign a button {shortcut};To test air-to-surface missiles in this mission, you need to assign a button {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_bound_fire_aam;To test air-to-air missiles in this mission, you need to assign a button {shortcut};To test air-to-air missiles in this mission, you need to assign a button {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/need_to_bound_fire_bomb;To test guided bombs in this mission, you need to assign the key {shortcut};To test guided bombs in this mission, you need to assign the key {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/spi1;"For quick targeting optics alignment, set the 'aiming point' to the area of the presumed target location
Press {shortcut} to activate the aiming point";"For quick targeting optics alignment, set the 'aiming point' to the area of the presumed target location
Press {shortcut} to activate the aiming point";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/spi_menu1;"For quick targeting optics alignment, set the 'aiming point' to the area of the presumed target location
Press {shortcut} to open the multi-function menu";"For quick targeting optics alignment, set the 'aiming point' to the area of the presumed target location
Press {shortcut} to open the multi-function menu";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_cockpit;Choose 'Cockpit';Сhoose 'Cockpit';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_spi;Choose 'Activate target point';Сhoose 'Activate target point';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_mfd;Choose 'MFD / NVD';Сhoose 'MFD / NVD';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_ndv;Choose 'Switch NVD mode';Сhoose 'Switch NVD mode';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_radar;Choose 'Radar / IRST';Сhoose 'Radar / IRST';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/menu_choose_radar_switch;Choose 'Change Radar/IRST mode';Сhoose 'Change Radar/IRST mode';nice;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/spi2;"To do this, place the crosshair marker on the desired point and activate the aiming point
Press {shortcut} to activate it";"To do this, place the crosshair marker on the desired point and activate the aiming point
Press {shortcut} to activate it";same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/find_target;Align the aircraft's course to the target;Align the aircraft's course to the target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/sim_down;Align the aircraft's course to the ground to find a target;Align the aircraft's course to the ground to find a target;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/sim_up;Align the aircraft's course to the sky to avoid colliding with the ground;Align the aircraft's course to the sky to avoid colliding with the ground;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/zoom;Press {shortcut} to zoom the camera;Press {shortcut} to zoom the camera;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/change_view;Press {shortcut} to change camera;Press {shortcut} to change camera;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/change_view_camera;Press {shortcut} to change the view and switch to 3rd person view;Press {shortcut} to change the view and switch to 3rd person view;same;;;;;;;;;;;;;;;;;;;
hints/aircraft_modifications/try_again;"The target was not hit
Press {shortcut} to begin the challenge again ({var})";"The target was not hit
Press {shortcut} to begin the challenge again ({var})";same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/find_target;Align the crosshair with the target;Align the crosshair with the target;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/find_target_cursor;Align the cursor with the target;Align the cursor with the target;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/find_next_target;Align the crosshair with the next target;Align the crosshair with the next target;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/find_target_again;The lock has been lost. Aim at the target again;The lock has been lost. Aim at the target again;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/zoom;Press {shortcut} to zoom the camera;Press {shortcut} to zoom the camera;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/aim;Press {shortcut} to switch to sniper mode;Press {shortcut} to switch to sniper mode;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/aim_exit;Press {shortcut} to exit sniper mode;Press {shortcut} to exit sniper mode;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/fire;Press {shortcut} to fire;Press {shortcut} to fire;same;;;;;;;;;;;;;;;;;;;
hints/tank_modifications/need_button;To continue this mission, you need to assign a button {shortcut};To continue this mission, you need to assign a button {shortcut};same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/start1;"A laser rangefinder allows you to quickly and accurately measure the distance to the target
Press {shortcut} to continue";"A laser rangefinder allows you to quickly and accurately measure the distance to the target
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/start2;"When measuring distance, the FCS automatically adjusts for it, and the shot aimed at the crosshair will be fired at this distance
Press {shortcut} to continue.";"When measuring distance, the FCS automatically adjusts for it, and the shot aimed at the crosshair will be fired at this distance
Press {shortcut} to continue.";same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/rangefinder_aim;Aim the crosshair at the target and press {shortcut} to measure the distance to it;Aim the crosshair at the target and press {shortcut} to measure the distance to it;same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/shoot;"The distance to the target is set in the sight — fire at the center of the crosshair
Press {shortcut} to fire";"The distance to the target is set in the sight — fire at the center of the crosshair
Press {shortcut} to fire";same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/shoot_sim;"The distance to the target is set in the sight — fire at the center of the crosshair, but first identify whether a friendly or enemy target is in front of you
Press {shortcut} to fire";"The distance to the target is set in the sight — fire at the center of the crosshair, but first identify whether a friendly or enemy target is in front of you
Press {shortcut} to fire";same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/shoot_new_target;"The correction in the sight is not reset automatically, so keep this in mind for subsequent shots
Press {shortcut} to continue";"The correction in the sight is not reset automatically, so keep this in mind for subsequent shots
Press {shortcut} to continue";same;;;;;;;;;;;;;;;;;;;
hints/tank_laser_rangefinder/range_set;Press {shortcut} to reset the distance correction in the sight;Press {shortcut} to reset the distance correction in the sight;same;;;;;;;;;;;;;;;;;;;
