Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
modification/sea_hawk_25lb_rocket_ap_mk1/desc;Allows installing 25 lb A.P. Mk.I rockets.;Allows the installation of 25 lb A.P. Mark I unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_25lb_rocket_ap_mk2;25 lb A.P. Mk.II;25 lb A.P. Mark II;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_25lb_rocket_ap_mk2/desc;Allows installing 25 lb A.P. Mk.II rockets.;Allows the installation of 25 lb A.P. Mark II unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_60lb_rocket_mk1;60 lb S.A.P. Mk.I;60 lb S.A.P. Mark I;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_60lb_rocket_mk1/desc;Allows installing 60 lb S.A.P. Mk.I rockets.;Allows the installation of 60 lb S.A.P. Mark I unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x250lb/desc;Allows installing 250 lb bombs.;Allows the installation of 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x250lb;250 LB;250 LB;same;;;;;;;;;;;;;;;;;;;
modification/bomb_2x_250lb/desc;Allows installing 250 lb bombs.;Allows the installation of 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/bomb_2x_250lb;250 LB;250 LB;same;;;;;;;;;;;;;;;;;;;
modification/bomb_2x_500lb/desc;Allows installing 500 lb bombs.;Allows the installation of 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/bomb_2x_500lb;500 LB;500 LB;same;;;;;;;;;;;;;;;;;;;
modification/60lb_rocket_hvar_rp_3;HVAR/RP-3;HVAR/RP-3;same;;;;;;;;;;;;;;;;;;;
modification/60lb_rocket_hvar_rp_3/desc;Allows installing HVAR/RP-3 rockets.;Allows the installation of HVAR/RP-3 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x500lb/desc;Allows installing 500 lb bombs.;Allows the installation of 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x500lb;500 LB;500 LB;same;;;;;;;;;;;;;;;;;;;
modification/buccaneer_540lb/desc;Allows installing 540 lb bombs.;Allows the installation of 540 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/buccaneer_540lb;540 LB;540 LB;same;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_4x500lb/desc;Allows installing additional 500 lb bombs.;Allows the installation of additional 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_4x500lb;4 500 LB;4 500 LB;same;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x1000lb/desc;Allows installing 1000 lb bombs.;Allows the installation of 1000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sea_hawk_2x1000lb;1000 LB;1000 LB;same;;;;;;;;;;;;;;;;;;;
modification/swift_2x1000lb_mc/desc;Allows installing 1000 lb bombs.;Allows the installation of 1000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/swift_2x1000lb_mc;1000 LB;1000 LB;same;;;;;;;;;;;;;;;;;;;
modification/stinger_aam/desc;Allows installing AIM-92 Stinger missiles.;Allows the installation of AIM-92 Stinger missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/stinger_aam;AIM-92 Stinger;AIM-92 Stinger;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65a/desc;Allows installing AGM-65A missiles.;Allows the installation of AGM-65A missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65a;AGM-65A;AGM-65A;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65b/desc;Allows installing AGM-65B missiles.;Allows the installation of AGM-65B missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65b;AGM-65B;AGM-65B;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65d/desc;Allows installing AGM-65D missiles.;Allows the installation of AGM-65D missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65d;AGM-65D;AGM-65D;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65g/desc;Allows installing AGM-65G missiles.;Allows the installation of AGM-65G missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65g;AGM-65G;AGM-65G;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65h/desc;Allows installing AGM-65H missiles.;Allows the installation of AGM-65H missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65h;AGM-65H;AGM-65H;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65e/desc;Allows installing AGM-65E missiles.;Allows the installation of AGM-65E missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65e;AGM-65E;AGM-65E;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65f/desc;Allows installing AGM-65F missiles.;Allows the installation of AGM-65F missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65f;AGM-65F;AGM-65F;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_65l/desc;Allows installing AGM-65L missiles.;Allows the installation of AGM-65L missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_65l;AGM-65L;AGM-65L;same;;;;;;;;;;;;;;;;;;;
modification/us_agm_130/desc;Allows installing AGM-130 missiles.;Allows the installation of AGM-130 missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_agm_130;AGM-130;AGM-130;same;;;;;;;;;;;;;;;;;;;
modification/uk_brimstone_dm/desc;Allows installing Semi-Active Laser mode Brimstone missiles.;Allows the installation of Semi-Active Laser mode Brimstone missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/uk_brimstone_dm;Brimstone (SAL);Brimstone (SAL);same;;;;;;;;;;;;;;;;;;;
modification/atgm_mokopa/desc;Allows installing ZT-6 Mokopa missiles.;Allows the installation of ZT-6 Mokopa missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/atgm_mokopa;ZT-6 Mokopa;ZT-6 Mokopa;same;;;;;;;;;;;;;;;;;;;
modification/sa_zt_35_ingwe/desc;Allows installing ZT3A2 Ingwe missiles.;Allows the installation of ZT3A2 Ingwe missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/sa_zt_35_ingwe;ZT3A2 Ingwe;ZT3A2 Ingwe;same;;;;;;;;;;;;;;;;;;;
modification/tiger_hot3/desc;Allows installing HOT-3 missiles.;Allows the installation of HOT-3 missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/tiger_hot3;HOT-3;HOT-3;same;;;;;;;;;;;;;;;;;;;
modification/tiger_atgw3/desc;Allows installing PARS 3 LR missiles.;Allows the installation of PARS 3 LR missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/tiger_atgw3;PARS 3 LR;PARS 3 LR;same;;;;;;;;;;;;;;;;;;;
modification/tiger_trigat_lr/desc;Allows installing TRIGAT-LR missiles.;Allows the installation of TRIGAT-LR missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/tiger_trigat_lr;TRIGAT-LR;TRIGAT-LR;same;;;;;;;;;;;;;;;;;;;
modification/tr_cirit_x4/desc;Allows installing CIRIT missiles.;Allows the installation of CIRIT missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/tr_cirit_x4;CIRIT;CIRIT;same;;;;;;;;;;;;;;;;;;;
modification/il_gatr;GATR;GATR;same;;;;;;;;;;;;;;;;;;;
modification/il_gatr/desc;Allows installing GATR missiles.;Allows the installation of GATR missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_apkws/desc;Allows installing APKWS II missiles.;Allows the installation of APKWS II missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/us_apkws;APKWS II;APKWS II;same;;;;;;;;;;;;;;;;;;;
modification/cn_fire_snake_90a/desc;Allows installing Fire Snake 90A missiles.;Allows the installation of Fire Snake 90A missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/cn_fire_snake_90a;Fire Snake 90A;Fire Snake 90A;same;;;;;;;;;;;;;;;;;;;
modification/atgm_spike_x2/desc;Allows installing Spike ER missiles.;Allows the installation of Spike ER missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/atgm_spike_x2;Spike ER;Spike ER;same;;;;;;;;;;;;;;;;;;;
modification/atgm_spike_x4/desc;Allows installing additional Spike ER missiles.;Allows the installation of additional Spike ER missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/atgm_spike_x4;Spike ER /4;Spike ER /4;same;;;;;;;;;;;;;;;;;;;
modification/tiger_tel12/desc;Allows installing additional TDA rockets.;Allows the installation of additional TDA unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/tiger_tel12;TELSON 12;TELSON 12;same;;;;;;;;;;;;;;;;;;;
modification/tiger_hmp400_lcc;FN HMP400 LCC;FN HMP400 LCC;same;;;;;;;;;;;;;;;;;;;
modification/tiger_hmp400_lcc/desc;Allows installing FN HMP400 LCC gun pods.;Allows the installation of gun pods FN HMP400 LCC.;nice;;;;;;;;;;;;;;;;;;;
modification/tiger_rmp_lc;FN RMP LC;FN RMP LC;same;;;;;;;;;;;;;;;;;;;
modification/tiger_rmp_lc/desc;Allows installing FN RMP LC gun pods.;Allows the installation of gun pods FN RMP LC.;nice;;;;;;;;;;;;;;;;;;;
modification/ka_9K121/desc;Allows installing 9K127 Vikhr missiles.;Allows the installation of 9K127 Vikhr missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/ka_9K121;9K127 Vikhr;9K127 Vikhr;same;;;;;;;;;;;;;;;;;;;
modification/a_129_hl_19_70/desc;Allows installing FZ49 rockets.;Allows the installation of FZ49 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/a_129_hl_19_70;HL-19-70;HL-19-70;same;;;;;;;;;;;;;;;;;;;
modification/tr_fz207/desc;Allows installing Hydra-70 rockets.;Allows the installation of Hydra-70 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/tr_fz207;HL-19-70;HL-19-70;same;;;;;;;;;;;;;;;;;;;
modification/tr_fz49/desc;Allows installing FZ49 rockets.;Allows the installation of FZ49 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/tr_fz49;FZ49;FZ49;same;;;;;;;;;;;;;;;;;;;
modification/8_cm_flz_rakete;8-cm Flz.-Rakete;8-cm Flz.-Rakete;same;;;;;;;;;;;;;;;;;;;
modification/8_cm_flz_rakete/desc;Allows installing 8-cm Flz.-Rakete Oerlikon rockets.;Allows the installation of unguided 8-cm Flz.-Rakete Oerlicon rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63_80/desc;Allows installing Flz Lwf 63/80 air-to-air missiles.;Allows the installation of Flz Lwf 63/80 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63_80;Flz Lwf 63/80;Flz Lwf 63/80;same;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63_75/desc;Allows installing Flz Lwf 63/75 air-to-air missiles.;Allows the installation of Flz Lwf 63/75 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63_75;Flz Lwf 63/75;Flz Lwf 63/75;same;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63/desc;Allows installing Flz Lwf 63 air-to-air missiles.;Allows the installation of Flz Lwf 63 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_63;Flz Lwf 63;Flz Lwf 63;same;;;;;;;;;;;;;;;;;;;
modification/sws_200_kg_sprengbombe;200 kg Sprengbombe;200 kg Sprengbombe;same;;;;;;;;;;;;;;;;;;;
modification/sws_200_kg_sprengbombe/desc;Allows installing 200 kg bombs.;Allows the installation of 200 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_400_kg_sprengbombe;400 kg Sprengbombe;400 kg Sprengbombe;same;;;;;;;;;;;;;;;;;;;
modification/sws_400_kg_sprengbombe/desc;Allows installing 400 kg bombs.;Allows the installation of 400 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_450_kg_sprengbombe_68_70;450 kg Sprengbombe 68/70;450 kg Sprengbombe 68/70;same;;;;;;;;;;;;;;;;;;;
modification/sws_450_kg_sprengbombe_68_70/desc;Allows installing 450 kg bombs.;Allows the installation of 450 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_lb_82/desc;Allows installing Flz Lwf LB 82 missiles.;Allows the installation of Flz Lwf LB 82 missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/sws_flz_lwf_lb_82;Flz Lwf LB 82;Flz Lwf LB 82;same;;;;;;;;;;;;;;;;;;;
modification/ship_race_speed_boost;Event action: speed boost;Event action: speed boost;same;;;;;;;;;;;;;;;;;;;
modification/air_extinguisher/desc;Engine fire extinguisher.;Engine Fire System.;trim;;;;;;;;;;;;;;;;;;;
modification/air_extinguisher;EFS;EFS;same;;;;;;;;;;;;;;;;;;;
modification/automatic_air_extinguisher/desc;Auto engine fire extinguisher.;Automatic engine Fire System.;trim;;;;;;;;;;;;;;;;;;;
modification/automatic_air_extinguisher;EFS(a);EFS(a);same;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_21;J57-P-21;J57P21;trim;;;;;;;;;;;;;;;;;;;
engine_model/rd-9b;RD-9B;RD-9B;same;;;;;;;;;;;;;;;;;;;
engine_model/sapphire_mk_205;Sapphire Mk.205;Sapphire Mk.205;same;;;;;;;;;;;;;;;;;;;
engine_model/sapphire_mk_206;Sapphire Mk.206;Sapphire Mk.206;same;;;;;;;;;;;;;;;;;;;
engine_model/14_n_25;14N-25;14 N 25;nice;;;;;;;;;;;;;;;;;;;
engine_model/sapphire_mk_209;Sapphire Mk.209;Sapphire Mk.209;same;;;;;;;;;;;;;;;;;;;
engine_model/sapphire_mk_210;Sapphire Mk.210;Sapphire Mk.210;same;;;;;;;;;;;;;;;;;;;
engine_model/sapphire_mk_assa_7;Sapphire ASSa.7;Sapphire ASSa.7;same;;;;;;;;;;;;;;;;;;;
engine_model/db_603s;DB 603A(S);DB-603A(S);nice;;;;;;;;;;;;;;;;;;;
engine_model/r_2600_6;R-2600-6;R-2600-6;same;;;;;;;;;;;;;;;;;;;
engine_model/r_2600_12;R-2600-12;R-2600-12;same;;;;;;;;;;;;;;;;;;;
engine_model/1710-63;V-1710-63;V-1710-63;same;;;;;;;;;;;;;;;;;;;
engine_model/r_2600_22;R-2600-22;R-2600-22;same;;;;;;;;;;;;;;;;;;;
engine_model/bmw801tj;801J;801TJ;nice;;;;;;;;;;;;;;;;;;;
engine_model/m-88p;M-88R;M-88R;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-34;R-2800-34;R-2800-34;same;;;;;;;;;;;;;;;;;;;
engine_model/atar_101g_2;Atar 101G2;Atar 101G2;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/ishikawa-harima;Ishikawa-Harima;Ishikawa-Harima;same;;;;;;;;;;;;;;;;;;;
engine_model/TF40-801A;TF40-IHI-801A;TF40-801A;trim;;;;;;;;;;;;;;;;;;;
engine_model/J85-GE-13A;J85-GE-13A;J85-GE-13A;same;;;;;;;;;;;;;;;;;;;
engine_model/db_605a1;DB 605A-1;DB-605A1;trim;;;;;;;;;;;;;;;;;;;
engine_model/orenda_14;Orenda 14;Orenda 14;same;;;;;;;;;;;;;;;;;;;
engine_model/nene-mk103;Nene Mk.103;Nene-Mk.103;nice;;;;;;;;;;;;;;;;;;;
engine_model/astazou_14;Astazou XIV;Astazou XIV;same;;;;;;;;;;;;;;;;;;;
engine_model/astazou_3b;Astazou IIIB;Astazou IIIB;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-84;R-1820-84;R-1820-84;same;;;;;;;;;;;;;;;;;;;
20mm_jm61_rfs_naval_hei/name;20 mm HEI belts;20 mm HEI belts;same;;;;;;;;;;;;;;;;;;;
20mm_jm61_rfs_naval_apit/name;20 mm APIT belts;20 mm APIT belts;same;;;;;;;;;;;;;;;;;;;
20mm_jm61_rfs_naval_apds/name;20 mm APDS belts;20 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
12mm_breda_safat_he/name;12,7 mm HE belts;12,7 mm HE belts;same;;;;;;;;;;;;;;;;;;;
12mm_breda_safat_incendiary/name;12,7 mm Incendiary belts;12,7 mm Incendiary belts;same;;;;;;;;;;;;;;;;;;;
12mm_breda_safat_ap/name;12,7 mm AP belts;12,7 mm AP belts;same;;;;;;;;;;;;;;;;;;;
engine_model/jumo_213e;Jumo 213E;Jumo 213E;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_203;Avon Mk.203;Avon Mk.203;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_207;Avon Mk.207;Avon Mk.207;same;;;;;;;;;;;;;;;;;;;
engine_model/j31_ge_3;J31-GE-3;J31-GE-3;same;;;;;;;;;;;;;;;;;;;
engine_model/j47_ge_17b;J47-GE-17B;J47-GE-17B;same;;;;;;;;;;;;;;;;;;;
engine_model/r4360_4w;R-4360-4W;R-4360-4W;same;;;;;;;;;;;;;;;;;;;
engine_model/t40_a_6;T40-A-6;T40-A-6;same;;;;;;;;;;;;;;;;;;;
engine_model/p_xix_rc_45;P.XIX R.C.45;P.XIX. R.C. 45;nice;;;;;;;;;;;;;;;;;;;
engine_model/M-87b;M-87B;M-87B;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_15;J79-GE-15;J79-GE-15;same;;;;;;;;;;;;;;;;;;;
engine_model/j35-a-21b;J35-A-21B;J35-A-21B;same;;;;;;;;;;;;;;;;;;;
engine_model/j35-a-35;J35-A-35;J35-A-35;same;;;;;;;;;;;;;;;;;;;
engine_model/r-11f-300;R-11F-300;R-11F-300;same;;;;;;;;;;;;;;;;;;;
engine_model/gem_60;GEM 60;GEM 60;same;;;;;;;;;;;;;;;;;;;
engine_model/gem_41-2;GEM 41-2;GEM 41-2;same;;;;;;;;;;;;;;;;;;;
engine_model/nimbus_mk101;Nimbus Mk.101;Nimbus Mk.101;same;;;;;;;;;;;;;;;;;;;
engine_model/nimbus_mk103;Nimbus Mk.103;Nimbus Mk.103;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/bristol_suddeley;Bristol Siddeley;Bristol Siddeley;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/mtu_turbomeca_rolls-royce;MTU Turbomeca Rolls-Royce;MTU Turbomeca Rolls-Royce;same;;;;;;;;;;;;;;;;;;;
engine_model/mtr390-2c;MTR390-2C;MTR390-2C;same;;;;;;;;;;;;;;;;;;;
engine_model/mtr390-e;MTR390-E;MTR390-E;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_105;Avon Mk.105;Avon Mk.105;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_116;Avon Mk.116;Avon Mk.116;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/shenyang_liming;Shenyang Liming;Shenyang Liming;same;;;;;;;;;;;;;;;;;;;
engine_model/wp-7b;WP-7B;WP-7b;nice;;;;;;;;;;;;;;;;;;;
engine_model/wp-6a;WP-6A;WP-6a;nice;;;;;;;;;;;;;;;;;;;
engine_model/wp-6a-iii;WP-6A-III;WP-6A-III;same;;;;;;;;;;;;;;;;;;;
engine_model/m-85;M-85;M-85;same;;;;;;;;;;;;;;;;;;;
engine_model/m-86;M-86;M-86;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/zavod_29;Zavod №29;Zavod №29;same;;;;;;;;;;;;;;;;;;;
engine_model/am_34nb;AM-34NB;AM-34NB;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-g5;R-1820-G5;R-1820-G5;same;;;;;;;;;;;;;;;;;;;
engine_model/r-1820-87;R-1820-87;R-1820-87;same;;;;;;;;;;;;;;;;;;;
engine_model/spey_202;Spey 202;Spey 202;same;;;;;;;;;;;;;;;;;;;
engine_model/spey_203;Spey 203;Spey 203;same;;;;;;;;;;;;;;;;;;;
engine_model/spey_807;Spey 807;Spey 807;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/svenska_flygmotor;Svenska Flygmotor;Svenska Flygmotor;same;;;;;;;;;;;;;;;;;;;
engine_model/rm2b;RM2B;RM2B;same;;;;;;;;;;;;;;;;;;;
engine_model/rm5a;RM5A;RM5A;same;;;;;;;;;;;;;;;;;;;
engine_model/rm6a;RM6A;RM6A;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/lhtec;LHTEC;LHTEC;same;;;;;;;;;;;;;;;;;;;
engine_model/cts800-2;CTS800-2;CTS800-2;same;;;;;;;;;;;;;;;;;;;
engine_model/tv3_117vma;TV3-117VMA;TV3-117VMA;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/sfa;SFA;SFA;same;;;;;;;;;;;;;;;;;;;
engine_model/swc3;STW-C3;STWC3;trim;;;;;;;;;;;;;;;;;;;
engine_model/ha_115_2;Sakae 32;Ha-115-II;nice;;;;;;;;;;;;;;;;;;;
engine_model/homare_42;Homare 42;Homare 42;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_xxiv;Pegasus XXIV;Pegasus XXIV;same;;;;;;;;;;;;;;;;;;;
engine_model/jupiter_viif;Jupiter VIIF;Jupiter VIIF;same;;;;;;;;;;;;;;;;;;;
engine_model/rm2;RM2;RM2;same;;;;;;;;;;;;;;;;;;;
engine_model/rm1;RM1;RM1;same;;;;;;;;;;;;;;;;;;;
engine_model/rm1a;RM1A;RM1A;same;;;;;;;;;;;;;;;;;;;
engine_model/atar_8c2;Atar 8C2;Atar 8C2;same;;;;;;;;;;;;;;;;;;;
engine_model/T700-GE-701;T700-GE-701;T700-GE-701;same;;;;;;;;;;;;;;;;;;;
engine_model/T700-GE-701C;T700-GE-701C;T700-GE-701C;same;;;;;;;;;;;;;;;;;;;
engine_model/T700-GE-700;T700-GE-700;T700-GE-700;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/rolls-royce_turbomeca_limited;Rolls-Royce Turbomeca Limited;Rolls-Royce Turbomeca Limited;same;;;;;;;;;;;;;;;;;;;
engine_model/RTM322;RTM322;RTM322;same;;;;;;;;;;;;;;;;;;;
engine_model/r-13f-300;R-13F-300;R-13F-300;same;;;;;;;;;;;;;;;;;;;
engine_model/r-13-300;R-13-300;R-13-300;same;;;;;;;;;;;;;;;;;;;
engine_model/mercury-xxiv;Mercury XXIV;Mercury XXIV;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_17;J79-GE-17;J79-GE-17;same;;;;;;;;;;;;;;;;;;;
engine_model/rm6c;RM 6C;RM 6С;nice;;;;;;;;;;;;;;;;;;;
engine_model/avon_302;Avon Mk.302;Avon Mk.302;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-83wa;R-2800-83WA;R2800-83WA;trim;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_7;J57-P-7;J57P7;trim;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_8;J57-P-8;J57P8;trim;;;;;;;;;;;;;;;;;;;
engine_model/wp-5;WP-5;WP-5;same;;;;;;;;;;;;;;;;;;;
engine_model/kasei_25;Kasei 25;Kasei 25;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_30;Pegasus 30;Pegasus 30;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_202;Avon Mk.202;Avon Mk.202;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_19;J79-GE-19;J79-GE-19;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_3;J79-GE-3;J79-GE-3;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_3b;J79-GE-3B;J79-GE-3B;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_7;J79-GE-7;J79-GE-7;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_11;J79-GE-11;J79-GE-11;same;;;;;;;;;;;;;;;;;;;
engine_model/atar_9b;Atar 9B;Atar 9B;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/saturn;Saturn;Saturn;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/salut;Salut;Salut;same;;;;;;;;;;;;;;;;;;;
engine_model/al_7f_1_100;AL-7F-1-100;AL-7F-1-100;same;;;;;;;;;;;;;;;;;;;
engine_model/j71-a-2;J71-A-2;J71-A-2;same;;;;;;;;;;;;;;;;;;;
modification/40mm_vickers_terni_mod_1915_17_he_df;40 mm HE-TF;40 mm HE-TF;same;;;;;;;;;;;;;;;;;;;
engine_model/mamoru_11;Mamoru 11;Mamoru 11;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_7a;J79-GE-7A;J79-GE-7a;nice;;;;;;;;;;;;;;;;;;;
engine_model/M-82-ir;M-82IR;M-82IR;same;;;;;;;;;;;;;;;;;;;
engine_model/bmw_13k;132K;132K;same;;;;;;;;;;;;;;;;;;;
engine_model/j65-w-18;J65-W-18;J65-W-18;same;;;;;;;;;;;;;;;;;;;
engine_model/al_7f_1_200;AL-7F-1-200;AL-7F-1-200;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-59;R-2800-59;R-2800-59;same;;;;;;;;;;;;;;;;;;;
engine_model/r2800-43;R-2800-43;R-2800-43;same;;;;;;;;;;;;;;;;;;;
engine_model/adour_mk102;Adour Mk.102;Adour Mk.102;same;;;;;;;;;;;;;;;;;;;
engine_model/al_7f_1_250;AL-7F-1-250;AL-7F-1-250;same;;;;;;;;;;;;;;;;;;;
engine_model/wp-6;WP-6;WP-6;same;;;;;;;;;;;;;;;;;;;
engine_model/d-1a;D-1a;D-1a;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/isaev;Isaev;Isaev;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/kolesov;Kolesov;Kolesov;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-36-35fv;RD-36-35FV;RD-36-35FV;same;;;;;;;;;;;;;;;;;;;
engine_model/r-27v-300;R-27V-300;R-27V-300;same;;;;;;;;;;;;;;;;;;;
engine_model/r-25-300;R-25-300;R-25-300;same;;;;;;;;;;;;;;;;;;;
engine_model/rm9b;RM9B;RM9B;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_101;Pegasus Mk.101;Pegasus Mk.101;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_103;Pegasus Mk.103;Pegasus Mk.103;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_104;Pegasus Mk.104;Pegasus Mk.104;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_105;Pegasus Mk.105;Pegasus Mk.105;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_106;Pegasus Mk.106;Pegasus Mk.106;same;;;;;;;;;;;;;;;;;;;
engine_model/pegasus_107;Pegasus Mk.107;Pegasus Mk.107;same;;;;;;;;;;;;;;;;;;;
engine_model/f402-rr-401;F402-RR-401;F402-RR-401;same;;;;;;;;;;;;;;;;;;;
engine_model/f402-rr-402;F402-RR-402;F402-RR-402;same;;;;;;;;;;;;;;;;;;;
engine_model/f402-rr-408;F402-RR-408;F402-RR-408;same;;;;;;;;;;;;;;;;;;;
engine_model/r_4360_4_wasp_major;R-4360-4;R-4360-4 Wasp Major;nice;;;;;;;;;;;;;;;;;;;
engine_model/a_74_rc_38;A.74 R.C.38;A.74 R.C.38;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-38;RD-38;RD-38;same;;;;;;;;;;;;;;;;;;;
engine_model/r-28v-300;R-28V-300;R-28V-300;same;;;;;;;;;;;;;;;;;;;
engine_model/j52-p-6a;J52-P-6A;J52-P-6A;same;;;;;;;;;;;;;;;;;;;
engine_model/j52-p-8a;J52-P-8A;J52-P-8A;same;;;;;;;;;;;;;;;;;;;
