Column1;Column2;Column3;Column4;Column5;Column6;Column7
controls/help/radar/turret_direction;Turret direction;Turret direction;nice;;;
controls/help/radar/rwr/description;Some aerial vehicle models are equipped with a Radar Warning Receiver (RWR). They detect enemy radars operating in search or tracking mode.;Some aerial vehicle models are equipped with a Radar Warning Receiver (RWR). They detect enemy radars operating in search or tracking mode.;nice;;;
controls/help/rwr/basic_direction;Directions on radars. Without identification;Directions on radars. Without identification;nice;;;
controls/help/rwr/basic_types;Radar types. Active radar types are highlighted;Radar types. Active radar types are highlighted;nice;;;
controls/help/rwr/mode_track;An enemy radar in tracking mode;An enemy radar in tracking mode;nice;;;
controls/help/rwr/mode_launch;An enemy radar in missile launch mode (target illumination for a SARH missile, or missile guidance commands, or an ARH missile is detected);An enemy radar in missile launch mode (target illumination for a SARH missile, or missile guidance commands, or an ARH missile is detected);nice;;;
controls/help/rwr/target_unidentified;An unidentified target with radar in search mode;An unidentified target with radar in search mode;nice;;;
controls/help/rwr/target_identified_1;A target identified as MiG-21 with a radar in tracking mode;A target identified as MiG-21 with a radar in tracking mode;nice;;;
controls/help/rwr/target_identified_2;A target identified as Mirage F1 with a radar in search mode;A target identified as Mirage F1 with a radar in search mode;nice;;;
controls/help/rwr/new_target;A new target is marked with a circle;A new target is marked with a circle;nice;;;
controls/help/rwr/types_and_modes;Additional warnings about radars of specific types in specific modes;Additional warnings about radars of specific types in specific modes;nice;;;
controls/help/rwr/direction_precise;Precise directions on radars;Precise directions on radars;nice;;;
controls/help/rwr/direction_sector;Sectors where radars are detected;Sectors where radars are detected;nice;;;
controls/help/rwr/threat_types;RWR Threat Types;RWR Threat Types;nice;;;
controls/help/rwr/threat_types/common;Common threat types;Common threat types;nice;;;
controls/help/rwr/threat_types/specific;Specific threat types;Specific threat types;nice;;;
controls/help/available_in/few_aircrafts_only;Available on few aircraft only;Available on few aircraft only;nice;;;
controls/help/ucav/thermal_sight;Thermal Sight;Thermal Sight;nice;;;
controls/help/ucav/lock_target;Use sight stabilization to lock the target;Use sight stabilization to lock the target;nice;;;
controls/help/ucav/target_tracking_mode;The sight is stabilized and tracks the ground target.;The sight is stabilized and tracks the ground target.;nice;;;
controls/help/ucav/after_missile_launch;After missile launch, the aircraft can be turned away from the target.;After missile launch, the aircraft can be turned away from the target.;nice;;;
controls/help/ucav/permitted_launch_area;Permitted launch area;Permitted launch area;nice;;;
controls/help/ucav/permitted_launch_area/desc;If the crosshair is inside this zone, then the missile can be launched, because the missile seeker sees the reflected laser spot, or in the case of laser beam guidance, the missile will enter the control area after the launch.;If the crosshair is inside this zone, then the missile can be launched, because the missile seeker sees the reflected laser spot, or in the case of laser beam guidance, the missile will enter the control area after the launch.;nice;;;
controls/help/ucav/target_distance;Distance of the current target;Distance of the current target;nice;;;
controls/help/ucav/allowed_distances_range;Range of allowed distances;Range of allowed distances;nice;;;
controls/help/suit/missile_camera;After missile launch, the camera view will switch to the missile for remote guidance;After missile launch, the camera view will switch to the missile for remote guidance;nice;;;
controls/help/suit/missile_movement_control;Missile movement control in remote guidance mode;Missile movement control in remote guidance mode;nice;;;
controls/help/warfare2077/aircraft_weapon_presets_notice;"Select your ""Secondary Weapons"" before going ""to battle"":";"Select your ""Secondary Weapons"" before going ""to battle"":";nice;;;
controls/help/warfare2077/weapon/tank_atgm;ASuW anti-tank guided missile;ASuW anti-tank guided missile;nice;;;
controls/help/warfare2077/weapon/tank_atgm/manual_control;Or launch it without locking on target, for manual missile control.;Or launch it without locking on target, for manual missile control.;nice;;;
controls/help/warfare2077/action/fire;Launch;Launch;same;;;
controls/help/warfare2077/action/fire/minotaur;Launch (on Minotaur);Launch (on Minotaur);nice;;;
controls/help/warfare2077/action/fire/hydra;Launch (on Hydra);Launch (on Hydra);nice;;;
controls/help/warfare2077/action/fire/harpy;Launch (on Harpy);Launch (on Harpy);nice;;;
controls/help/warfare2077/weapon/tank_aam;AAMW surface-to-air guided missile;AAMW surface-to-air guided missile;nice;;;
controls/help/warfare2077/weapon/tank_autoturret;Autoturret;Autoturret;same;;;
controls/help/warfare2077/weapon/tank_autoturret/desc;The laser active protection system automatically destroys targets flying up to the tank.;The laser active protection system automatically destroys targets flying up to the tank.;nice;;;
controls/help/warfare2077/unit/minotaur_hydra;Minotaur & Hydra;Minotaur & Hydra;nice;;;
controls/help/warfare2077/target_locked;Target locked;Target locked;nice;;;
controls/help/arachis/worm;Any movement and shooting create noise. The greater the density of noise, the more likely is the attack of the worm. The narrowing circle on the map shows the radius of attention of the worm. If you stop and do not shoot, the worm may choose another target.;Any movement and shooting create noise. The greater the density of noise, the more likely is the attack of the worm. The narrowing circle on the map shows the radius of attention of the worm. If you stop and do not shoot, the worm may choose another target.;nice;;;
controls/help/arachis/soundwave;"The ""{unitName}"" tank has a sonic cannon that shoots with an expanding sector. Angles from the center of the sight horizontally and vertically – {angles}. The wave travels at the velocity of sound {speed}, the range is {distance}.";"The ""{unitName}"" tank has a sonic cannon that shoots with an expanding sector. Angles from the center of the sight horizontally and vertically – {angles}. The wave travels at the velocity of sound {speed}, the range is {distance}.";nice;;;
controls/help/arachis/missiles;Self-guided missiles are effective against any targets, air and ground.;Self-guided missiles are effective against any targets, air and ground.;nice;;;
controls/help/arachis/target_search;Target search;Target search;nice;;;
controls/help/arachis/hotkey/missile;Launch missile at the locked target;Launch missile at the locked target;nice;;;
controls/help/arachis/helicopter_gear;Landing gear can be useful for landing on a point, for its capture.;Landing gear can be useful for landing on a point, for its capture.;nice;;;
hotkeys/ID_SHIP_WEAPON_PRIMARY;Select primary weapon;Select primary weapon;nice;;;
hotkeys/ID_SHIP_WEAPON_MACHINEGUN;Select anti-aircraft weapons;Select anti-aircraft weapons;nice;;;
hotkeys/ID_SHIP_WEAPON_SECONDARY;Select secondary weapon;Select secondary weapon;nice;;;
hotkeys/ID_SHIP_WEAPON_ALL;Firing;Firing;same;;;
hotkeys/ID_SHIP_WEAPON_TORPEDOES;Launch torpedoes;Launch torpedoes;nice;;;
hotkeys/ID_SHIP_WEAPON_DEPTH_CHARGE;Depth charges;Depth charges;nice;;;
hotkeys/ID_SHIP_WEAPON_ROCKETS;Rockets;Rockets;same;;;
hotkeys/ID_SHIP_WEAPON_MINE;Mines;Mines;same;;;
hotkeys/ID_SHIP_WEAPON_MORTAR;Mortar;Mortar;same;;;
hotkeys/ID_SHIP_SMOKE;Smokescreen;Smokescreen;same;;;
hotkeys/ID_SHIP_WEAPON_PRIMARY_AND_MACHINEGUN;Primary weapon + anti-aircraft weapons;Primary weapon + anti-aircraft weapons;nice;;;
hotkeys/ID_SHIP_WEAPON_PRIMARY_AND_SECONDARY;Primary weapon + secondary weapon;Primary weapon + secondary weapon;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_1;Select the first type of shells;Select the first type of shells;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_2;Select the second type of shells;Select the second type of shells;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_3;Select the third type of shells;Select the third type of shells;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_4;Select the fourth type of shells;Select the fourth type of shells;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_5;Artillery strike;Artillery strike;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_10;Towing cable;Towing cable;nice;;;
hotkeys/ID_SHIP_TORPEDO_SIGHT;Torpedo aiming;Torpedo aiming;nice;;;
hotkeys/ID_SHIP_TOGGLE_GUNNERS;Toggle gunner targets;Toggle gunner targets;nice;;;
hotkeys/ID_SHIP_SELECT_TARGET_AI_PRIM;Manual targeting of the primary caliber;Manual targeting of the primary calibre;nice;;;
hotkeys/ID_SHIP_SELECT_TARGET_AI_SEC;Manual targeting of the secondary caliber;Manual targeting of the auxiliary calibre;nice;;;
hotkeys/ID_SHIP_SELECT_TARGET_AI_MGUN;Manual targeting of the tertiary calibers;Manual targeting to the anti-aircraft calibre;nice;;;
hotkeys/ID_SHIP_SWITCH_TRIGGER_GROUP;Weapon group switch;Weapon group switch;nice;;;
hotkeys/ID_SHIP_COMBINE_PRI_SEC_TRIGGERS;Main and auxiliary caliber shooting with one button switch;Main and auxiliary caliber shooting with one button switch;nice;;;
controls/no_bay;;No bomb bay;nice;;;
controls/open_bay_door;Opening bomb bay;Opening bomb bay;nice;;;
controls/close_bay_door;Closing bomb bay;Closing bomb bay;nice;;;
hotkeys/ID_HELICOPTER_CONTROL_HEADER;Helicopter;Helicopter;same;;;
hotkeys/ID_HELICOPTER_AXES_HEADER;Movement;Movement;same;;;
hotkeys/ID_HELICOPTER_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_HELICOPTER_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_HELICOPTER_INSTRUCTOR_HEADER;Instructor;Instructor;same;;;
hotkeys/ID_HELICOPTER_OPERATIONS_HEADER;Quick settings;Quick settings;nice;;;
options/helicopterKeepHeight;Hold flight altitude;Hold flight altitude;nice;;;
options/helicopterAimMove;Flight aiming mode;Flight aiming mode;nice;;;
options/helicopterAimFire;Aim control;Aim control;nice;;;
controls/helicopter_climb;Hover height;Hover height;nice;;;
hotkeys/helicopter_climb;Enable hover height axis;Enable hover height axis;nice;;;
hotkeys/helicopter_climb_rangeSet;Reset hover height axis;Reset hover height axis;nice;;;
hotkeys/helicopter_climb_rangeMin;Minimum hover height axis;Minimum hover height axis;nice;;;
hotkeys/helicopter_climb_rangeMax;Maximum hover height axis;Maximum hover height axis;nice;;;
hotkeys/helicopter_climb_rangeDec;Decrease hover height axis;Decrease hover height axis;nice;;;
hotkeys/helicopter_climb_rangeInc;Increase hover height axis;Increase hover height axis;nice;;;
hotkeys/ID_ROCKETS_HELICOPTER;Fire rockets;Fire rockets;nice;;;
hotkeys/ID_ATGM_HELICOPTER;Fire air-to-ground missile;Fire air-to-ground missile;nice;;;
hotkeys/ID_TOGGLE_VIEW_HELICOPTER;Toggle View;Toggle View;nice;;;
controls/helicopter_zoom;Zoom axis;Zoom axis;nice;;;
controls/helicopter_camx;View in battle (X-axis);View in battle (X-axis);nice;;;
controls/helicopter_camy;View in battle (Y-axis);View in battle (Y-axis);nice;;;
controls/helicopter_mouse_aim_x;Aiming (X-axis);Aiming (X-axis);nice;;;
controls/helicopter_mouse_aim_y;Aiming (Y-axis);Aiming (Y-axis);nice;;;
hotkeys/helicopter_zoom;Enable zoom axis;Enable zoom axis;nice;;;
hotkeys/helicopter_zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/helicopter_zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/helicopter_zoom_rangeDec;Zoom off;Zoom off;nice;;;
hotkeys/helicopter_zoom_rangeInc;Zoom on;Zoom on;nice;;;
hotkeys/helicopter_zoom_rangeSet;Reset zoom axis;Reset zoom axis;nice;;;
hotkeys/helicopter_camx;Enable camera X-axis;Enable camera X-axis;nice;;;
hotkeys/helicopter_camx_rangeMin;Look left;Look left;nice;;;
hotkeys/helicopter_camx_rangeMax;Look right;Look right;nice;;;
hotkeys/helicopter_camx_rangeDec;Look left;Look left;nice;;;
hotkeys/helicopter_camx_rangeInc;Look right;Look right;nice;;;
hotkeys/helicopter_camx_rangeSet;Reset camera X-axis;Reset camera X-axis;nice;;;
hotkeys/helicopter_camy;Enable camera Y-axis;Enable camera Y-axis;nice;;;
hotkeys/helicopter_camy_rangeMin;Look down;Look down;nice;;;
hotkeys/helicopter_camy_rangeMax;Look up;Look up;nice;;;
hotkeys/helicopter_camy_rangeDec;Look down;Look down;nice;;;
hotkeys/helicopter_camy_rangeInc;Look up;Look up;nice;;;
hotkeys/helicopter_camy_rangeSet;Reset camera Y-axis;Reset camera Y-axis;nice;;;
hotkeys/helicopter_mouse_aim_x;Enable aiming X-axis;Enable aiming X-axis;nice;;;
hotkeys/helicopter_mouse_aim_x_rangeMin;Turn aim left;Turn aim left;nice;;;
hotkeys/helicopter_mouse_aim_x_rangeMax;Turn aim right;Turn aim right;nice;;;
hotkeys/helicopter_mouse_aim_x_rangeDec;Turn aim left;Turn aim left;nice;;;
hotkeys/helicopter_mouse_aim_x_rangeInc;Turn aim right;Turn aim right;nice;;;
hotkeys/helicopter_mouse_aim_x_rangeSet;Reset aiming X-axis;Reset aiming X-axis;nice;;;
hotkeys/helicopter_mouse_aim_y;Enable aiming Y-axis;Enable aiming Y-axis;nice;;;
hotkeys/helicopter_mouse_aim_y_rangeMin;Lower aim;Lower aim;nice;;;
hotkeys/helicopter_mouse_aim_y_rangeMax;Raise aim;Raise aim;nice;;;
hotkeys/helicopter_mouse_aim_y_rangeDec;Lower aim;Lower aim;nice;;;
hotkeys/helicopter_mouse_aim_y_rangeInc;Raise aim;Raise aim;nice;;;
hotkeys/helicopter_mouse_aim_y_rangeSet;Reset aiming Y-axis;Reset aiming Y-axis;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_6;Extinguish fire;Extinguish fire;nice;;;
hotkeys/ID_SHIP_ACTION_BAR_ITEM_11;Repair;Repair;same;;;
hotkeys/ID_REPAIR_BREACHES;Repair breaches;Repair breaches;nice;;;
hotkeys/ID_SHIP_LOCK_SHOOT_DISTANCE;Manual aim correction;Manual aim correction;nice;;;
hotkeys/ID_SHIP_FULL_STOP;Halt;Halt;same;;;
controls/ship_sight_distance;Distance correction;Distance correction;nice;;;
hotkeys/ship_sight_distance;Enable distance correction axis;Enable distance correction axis;nice;;;
hotkeys/ship_sight_distance_rangeMin;Minimum distance correction axis;Minimum distance correction axis;nice;;;
hotkeys/ship_sight_distance_rangeMax;Maximum distance correction axis;Maximum distance correction axis;nice;;;
hotkeys/ship_sight_distance_rangeDec;Decrease distance correction axis;Decrease distance correction axis;nice;;;
hotkeys/ship_sight_distance_rangeInc;Increase distance correction axis;Increase distance correction axis;nice;;;
hotkeys/ship_sight_distance_rangeSet;Reset distance correction axis;Reset distance correction axis;nice;;;
controls/ship_shoot_direction;Direction correction;Direction correction;nice;;;
hotkeys/ship_shoot_direction;Enable direction correction axis;Enable direction correction axis;nice;;;
hotkeys/ship_shoot_direction_rangeMin;Minimum direction correction axis;Minimum direction correction axis;nice;;;
hotkeys/ship_shoot_direction_rangeMax;Maximum direction correction axis;Maximum direction correction axis;nice;;;
hotkeys/ship_shoot_direction_rangeDec;Decrease direction correction axis;Decrease direction correction axis;nice;;;
hotkeys/ship_shoot_direction_rangeInc;Increase direction correction axis;Increase direction correction axis;nice;;;
hotkeys/ship_shoot_direction_rangeSet;Reset direction correction axis;Reset direction correction axis;nice;;;
hotkeys/ID_LOCK_TARGETING_AT_POINT_SHIP;Target pointing;Target pointing;nice;;;
hotkeys/ID_SINGLE_SHOT_SHIP;Ranging shot;Ranging shot;nice;;;
hotkeys/ID_CHANGE_SHOT_FREQ;Change rate of fire;Change rate of fire;nice;;;
hotkeys/ID_CHANGE_SHOT_FREQ_HELICOPTER;Change rate of fire;Change rate of fire;nice;;;
hotkeys/ID_BLOCK_TURRET;Control fire by pilot;Control fire by pilot;nice;;;
controls/no_atgm_guns;;No ATGM;nice;;;
controls/no_atgm_left;Out of ATGM's;Out of ATGM's;nice;;;
controls/ID_PLANE_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for aircraft axes without modifiers;Swap sticks for aircraft axes without modifiers;nice;;;
controls/ID_PLANE_SWAP_GAMEPAD_STICKS;Swap sticks for all aircraft axes;Swap sticks for all aircraft axes;nice;;;
controls/ID_HELICOPTER_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for helicopter axes without modifiers;Swap sticks for helicopter axes without modifiers;nice;;;
controls/ID_HELICOPTER_SWAP_GAMEPAD_STICKS;Swap sticks for all helicopter axes;Swap sticks for all helicopter axes;nice;;;
controls/ID_TANK_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for ground vehicle axes without modifiers;Swap sticks for ground vehicle axes without modifiers;nice;;;
controls/ID_TANK_SWAP_GAMEPAD_STICKS;Swap sticks for all ground vehicle axes;Swap sticks for all ground vehicle axes;nice;;;
controls/ID_SHIP_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for naval axes without modifiers;Swap sticks for naval axes without modifiers;nice;;;
controls/ID_SHIP_SWAP_GAMEPAD_STICKS;Swap sticks for all naval axes;Swap sticks for all naval axes;nice;;;
controls/ID_SUBMARINE_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for submarine axes without modifiers;Swap sticks for submarine axes without modifiers;nice;;;
controls/ID_SUBMARINE_SWAP_GAMEPAD_STICKS;Swap sticks for all submarine axes;Swap sticks for all submarine axes;nice;;;
controls/ID_COMMON_SWAP_GAMEPAD_STICKS_WITHOUT_MODIFIERS;Swap sticks for common control axes without modifiers;Swap sticks for common control axes without modifiers;nice;;;
controls/ID_COMMON_SWAP_GAMEPAD_STICKS;Swap sticks for all common control axes;Swap sticks for all common control axes;nice;;;
hotkeys/ID_AGM;Fire air-to-ground missile;Fire air-to-ground missile;nice;;;
controls/no_agm_guns;;No AGM;nice;;;
controls/no_agm_left;Out of AGM;Out of AGM;nice;;;
hotkeys/ID_AAM;Fire air-to-air missile;Fire air-to-air missile;nice;;;
hotkeys/ID_AAM_HELICOPTER;Fire air-to-air missile;Fire air-to-air missile;nice;;;
controls/no_aam_guns;;No AAM;nice;;;
controls/no_aam_left;Out of AAM;Out of AAM;nice;;;
controls/no_guided_bombs_guns;;No guided bombs;nice;;;
controls/no_guided_bombs_left;Out of guided bombs;Out of guided bombs;nice;;;
hotkeys/ID_FLARES_HEADER;Countermeasures;Countermeasures;same;;;
hotkeys/ID_FLARES;Fire countermeasures;Fire countermeasures;nice;;;
hotkeys/ID_COUNTERMEASURES_FLARES;Fire flares;Fire flares;nice;;;
hotkeys/ID_COUNTERMEASURES_CHAFF;Fire chaff;Fire chaff;nice;;;
hotkeys/ID_FLARES_HELICOPTER;Fire countermeasures;Fire countermeasures;nice;;;
hotkeys/ID_FLARES_SERIES_HELICOPTER;Fire countermeasure series;Fire countermeasure series;nice;;;
hotkeys/ID_COUNTERMEASURE_FLARES_HELICOPTER;Fire flares;Fire flares;nice;;;
hotkeys/ID_COUNTERMEASURE_CHAFF_HELICOPTER;Fire chaff;Fire chaff;nice;;;
hotkeys/ID_TOGGLE_PERIODIC_FLARES;Periodic countermeasure release (on/off);Periodic countermeasure release (on/off);nice;;;
hotkeys/ID_TOGGLE_PERIODIC_FLARES_HELICOPTER;Periodic countermeasure release (on/off);Periodic countermeasure release (on/off);nice;;;
controls/periodic_countermeasure;Periodic countermeasure release;Periodic countermeasure release;nice;;;
hotkeys/ID_TOGGLE_MLWS_FLARES_SLAVING;Countermeasure slaving to MAW (on/off);Countermeasure slaving to MAW (on/off);nice;;;
hotkeys/ID_TOGGLE_MLWS_FLARES_SLAVING_HELICOPTER;Countermeasure slaving to MAW (on/off);Countermeasure slaving to MAW (on/off);nice;;;
controls/mlws_countermeasure_slaving;Countermeasure slaving to MAW;Countermeasure slaving to MAW;nice;;;
controls/no_countermeasure_guns;;No countermeasures;nice;;;
controls/no_countermeasures_left;Out of countermeasures;Out of countermeasures;nice;;;
hotkeys/ID_CHUTE;Drag chute;Drag chute;nice;;;
hotkeys/ID_WALKER_CONTROL_HEADER;Walker;Walker;same;;;
hotkeys/ID_WALKER_MOVE_HEADER;Movement;Movement;same;;;
hotkeys/ID_WALKER_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_WALKER_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_WALKER_OTHER_HEADER;Miscellaneous;Miscellaneous;same;;;
controls/walker_throttle;Throttle;Throttle;same;;;
hotkeys/walker_throttle;Throttle;Throttle;same;;;
controls/walker_steering;Steering;Steering;same;;;
hotkeys/walker_steering;Steering;Steering;same;;;
hotkeys/walker_steering_rangeMin;Steering left;Steering left;nice;;;
hotkeys/walker_steering_rangeMax;Steering right;Steering right;nice;;;
hotkeys/walker_steering_rangeSet;Reset steering axis;Reset steering axis;nice;;;
hotkeys/ID_WALKER_TORSO_UP;Raise torso;Raise torso;nice;;;
hotkeys/ID_WALKER_TORSO_DOWN;Lower torso;Lower torso;nice;;;
hotkeys/ID_FIRE_WALKER;Fire from the main caliber gun;Fire from the main calibre gun;nice;;;
hotkeys/ID_FIRE_WALKER_SECONDARY_GUN;Fire from secondary guns;Fire from secondary guns;nice;;;
hotkeys/ID_FIRE_WALKER_MACHINE_GUN;Fire from machine guns;Fire from machine guns;nice;;;
hotkeys/ID_FIRE_WALKER_SPECIAL_GUN;Fire from special guns;Fire from special guns;nice;;;
hotkeys/ID_WALKER_SMOKE_SCREEN;Smoke grenades;Smoke grenades;nice;;;
hotkeys/ID_REPAIR_WALKER;Repair;Repair;same;;;
hotkeys/ID_TOGGLE_VIEW_WALKER;Sniper mode;Sniper mode;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_1;Select the first type of shells;Select the first type of shells;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_2;Select the second type of shells;Select the second type of shells;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_3;Select the third type of shells;Select the third type of shells;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_4;Select the fourth type of shells;Select the fourth type of shells;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_5;Artillery strike;Artillery strike;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_6;Fire extinguisher;Fire extinguisher;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_7;Air battles: aircraft #1;Air battles: aircraft #1;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_8;Air battles: aircraft #2;Air battles: aircraft #2;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_9;Air battles: aircraft #3;Air battles: aircraft #3;nice;;;
hotkeys/ID_WALKER_ACTION_BAR_ITEM_12;Crew Replenishment;Crew Replenishment;nice;;;
hotkeys/ID_WALKER_KILLSTREAK_WHEEL_MENU;Event selection menu;Event selection menu;nice;;;
controls/aim_time_nonlinearity_walker;Gamepad aim acceleration;Gamepad aim acceleration;nice;;;
controls/aim_acceleration_delay_walker;Aim acceleration delay;Aim acceleration delay;nice;;;
controls/walker_camx;View in battle - Walker (X-axis);View in battle - Walker (X-axis);nice;;;
hotkeys/walker_camx;View in battle - Walker (horizontal);View in battle - Walker (horizontal);nice;;;
hotkeys/walker_camx_rangeMin;View in battle - Walker (horizontal) - minimum value;View in battle - Walker (horizontal) - minimum value;nice;;;
hotkeys/walker_camx_rangeMax;View in battle - Walker (horizontal) - maximum value;View in battle - Walker (horizontal) - maximum value;nice;;;
hotkeys/walker_camx_rangeDec;View in battle - Walker (horizontal) - decrease value;View in battle - Walker (horizontal) - decrease value;nice;;;
hotkeys/walker_camx_rangeInc;View in battle - Walker (horizontal) - increase value;View in battle - Walker (horizontal) - increase value;nice;;;
hotkeys/walker_camx_rangeSet;View in battle - Walker (horizontal) - reset value;View in battle - Walker (horizontal) - reset value;nice;;;
controls/walker_camy;View in battle - Walker (Y-axis);View in battle - Walker (Y-axis);nice;;;
hotkeys/walker_camy;View in battle - Walker (vertical);View in battle - Walker (vertical);nice;;;
hotkeys/walker_camy_rangeMin;View in battle - Walker (vertical) - minimum value;View in battle - Walker (vertical) - minimum value;nice;;;
hotkeys/walker_camy_rangeMax;View in battle - Walker (vertical) - maximum value;View in battle - Walker (vertical) - maximum value;nice;;;
hotkeys/walker_camy_rangeDec;View in battle - Walker (vertical) - decrease value;View in battle - Walker (vertical) - decrease value;nice;;;
hotkeys/walker_camy_rangeInc;View in battle - Walker (vertical) - increase value;View in battle - Walker (vertical) - increase value;nice;;;
hotkeys/walker_camy_rangeSet;View in battle - Walker (vertical) - reset value;View in battle - Walker (vertical) - reset value;nice;;;
controls/walker_zoom;Zoom axis (Walker);Zoom axis (Walker);nice;;;
hotkeys/walker_zoom;Enable walker zoom axis;Enable walker zoom axis;nice;;;
hotkeys/walker_zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/walker_zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/walker_zoom_rangeSet;Reset walker zoom axis;Reset walker zoom axis;nice;;;
controls/walker_mouse_aim_x;Walker aiming (X-axis);Walker aiming (X-axis);nice;;;
hotkeys/walker_mouse_aim_x;Walker aiming (X-axis);Walker aiming (X-axis);nice;;;
hotkeys/walker_mouse_aim_x_rangeMin;Turn aim left;Turn aim left;nice;;;
hotkeys/walker_mouse_aim_x_rangeMax;Turn aim right;Turn aim right;nice;;;
controls/walker_mouse_aim_y;Walker aiming (Y-axis);Walker aiming (Y-axis);nice;;;
hotkeys/walker_mouse_aim_y;Walker aiming (Y-axis);Walker aiming (Y-axis);nice;;;
hotkeys/walker_mouse_aim_y_rangeMin;Lower aim;Lower aim;nice;;;
hotkeys/walker_mouse_aim_y_rangeMax;Raise aim;Raise aim;nice;;;
hotkeys/ID_TOGGLE_GM_ENGINE;Turn ON/OFF engine;Turn ON/OFF engine;nice;;;
hotkeys/ID_FIRE_CONTROL_SYSTEM_HEADER;Fire-control system;Fire-control system;nice;;;
hotkeys/ID_TANK_NIGHT_VISION;Night vision mode;Night vision mode;nice;;;
hotkeys/ID_WEAPON_LOCK_TANK;Weapon lock;Weapon lock;nice;;;
hotkeys/ID_WEAPON_LOCK_SHIP;Weapon lock;Weapon lock;nice;;;
hotkeys/ID_IR_PROJECTOR;IR spotlight;IR spotlight;nice;;;
hotkeys/ID_WEAPON_LEAD_TANK;Switch guidance method;Switch guidance method;nice;;;
hotkeys/ID_THERMAL_WHITE_IS_HOT;Changing the color scheme of the thermal sight;Changing the color scheme of the thermal sight;nice;;;
hotkeys/ID_THERMAL_WHITE_IS_HOT_HELI;Changing the color scheme of the thermal sight;Changing the color scheme of the thermal sight;nice;;;
hotkeys/ID_MOUSE_AIM_OVERRIDE_ROLL_HELICOPTER;Manual roll control mode;Manual roll control mode;nice;;;
controls/use;Use;Use;same;;;
controls/extinguiser;Extinguisher;Extinguisher;same;;;
NO_EXTINGUISHER;;No extinguisher;nice;;;
NO_FIRE;;No fire;nice;;;
hotkeys/ID_SWITCH_COCKPIT_SIGHT_MODE;Switch sight mode in cockpit;Switch sight mode in cockpit;nice;;;
hotkeys/ID_SWITCH_COCKPIT_SIGHT_MODE_HELICOPTER;Switch sight mode in cockpit;Switch sight mode in cockpit;nice;;;
hotkeys/ID_TOGGLE_HMD;Switch the HMD indication;Switch the HMD indication;nice;;;
hotkeys/ID_TOGGLE_HMD_HELI;Switch the HMD indication;Switch the HMD indication;nice;;;
controls/hud_air_target;Sight mode: Standard;Sight mode: Standard;nice;;;
controls/hud_air_cannons;Sight mode: Cannon on air target;Sight mode: Cannon on air target;nice;;;
controls/hud_ground_cannon;Sight mode: Cannon on ground target;Sight mode: Cannon on ground target;nice;;;
controls/hud_ground_rocket;Sight mode: Rockets;Sight mode: Rockets;nice;;;
controls/hud_ground_bomb;Sight mode: Bombs;Sight mode: Bombs;nice;;;
controls/hud_ground_bomb_auto;Sight mode: Bombs (auto);Sight mode: Bombs (auto);nice;;;
controls/hud_air_rockets;Sight mode: AAMs;Sight mode: AAMs;nice;;;
controls/hud_no_mode;;No ballistic computer;nice;;;
controls/hud_cannons_and_rockets_ballistic_computer;Ballistic computer - cannons and rockets;Ballistic computer - cannons and rockets;nice;;;
hotkeys/ID_TOGGLE_CANNONS_AND_ROCKETS_BALLISTIC_COMPUTER;Toggle Cannon Ballistic Computer;Toggle Cannon Ballistic Computer;nice;;;
