Column1;Column2;Column3;Column4;Column5;Column6;Column7
battlePass/improvedBattlePassName;Improved Battle Ass {name};Improved Battle Pass {name};nice;;;
battlePass;Battle Ass;Battle Pass;nice;;;
battlePass/seasonName/1;1st Season, 75th Anniversary of V-J Day;1st Season, 75th Anniversary of the Great Victory;nice;;;
battlePass/seasonName/2;"""Steel Centurion""";"""Steel Centurion""";same;;;
battlePass/seasonName/3;"""Strength Athletics""";"""Strength Athletics""";same;;;
battlePass/seasonName/4;"""Fearless Voltigeur""";"""Fearless Voltigeur""";same;;;
battlePass/seasonName/5;"""River Hunter""";"""River Hunter""";same;;;
battlePass/seasonName/6;"""Firepower""";"""Firepower""";same;;;
battlePass/seasonName/7;"""Armored Elephant""";"""Armored Elephant""";same;;;
battlePass/seasonName/8;"""Field Testing""";"""Field Testing""";same;;;
battlePass/seasonName/9;"""Smell of Victory""";"""Smell of Victory""";same;;;
battlePass/seasonName/10;"""Royal Guard""";"""Royal Guard""";same;;;
battlePass/seasonName/11;"""Her Majesty's Hussar""";"""Her Majesty's Hussar""";same;;;
battlePass/seasonName/12;"""Armour Breaking Ambusher""";"""Armour Breaking Ambusher""";same;;;
battlePass/seasonName/13;"""Tropical Storm""";"""Tropical Storm""";same;;;
battlePass/seasonName/14;"""Airborne General""";"""Airborne General""";same;;;
battlePass/seasonName/15;"""Northern King""";"""Northern King""";same;;;
battlePass/seasonName/16;"""Skilled Marksman""";"""Skilled Marksman""";same;;;
battlePass/seasonName/17;"""Guided Fury""";"""Guided Fury""";same;;;
battlePass/seasonName/18;"""The Last Legionnaire""";"""The Last Legionnaire""";same;;;
battlePass/seasonName/19;"""First Sample""";"""First Sample""";same;;;
battlePass/seasonName/20;"""Flying Dragon""";"""Flying Dragon""";same;;;
battlePass/seasonName/21;"""Brave Archer""";"""Brave Archer""";same;;;
season/information;Full information about the Season;Full information about the Season;same;;;
battlePass/rewardsTitle;Congratulations! You have earned Battle Ass prize!;Congratulations! You have earned Battle Pass prize!;nice;;;
battlePass/buy/desc;"The purchase of the ""Battle Ass"" allows to collect rewards from all opened levels of the Season. ""Battle Ass"" levels contain regular or unique prizes, including premium vehicles, camouflages, decorations, decals and profile icons. You can earn prizes by playing random battles and completing Battle Tasks and Season's Challenges.";"The purchase of the ""Battle Pass"" allows to collect rewards from all opened levels of the Season. ""Battle Pass"" levels contain regular or unique prizes, including premium vehicles, camouflages, decorations, decals and profile icons. You can earn prizes by playing random battles and completing Battle Tasks and Season's Challenges.";nice;;;
battlePass/btn_buy;"""Battle Ass"" shop";"""Battle Pass"" shop";nice;;;
battlpass_progress;"""Battle Ass"" level";"""Battle Pass"" level";nice;;;
progress/amount;+ {amount} progress pts.;+ {amount} progress pts.;same;;;
progress/amount/forValues;+ {amount} progress {amount=point/points} for;+ {amount} progress {amount=point/points} for;same;;;
updStats/battlepass_exp;"+ {amount} ""Battle Ass"" progress {amount=point/points}";"+{amount} ""Battle Pass"" progress {amount=point/points}";nice;;;
battlePass/seasonLoginStreak;The Season's logins: {amount};The Season's logins: {amount};same;;;
battlePass/info/total_progress_exp;Total progress points earned: {expNum};Total progress points earned: {expNum};same;;;
battlePass/info/require_exp_for_level;Remaining to new level: {expNum};Remaining to new level: {expNum};same;;;
battlePass/wiki_link;Battle Ass rules;Battle Pass rules;nice;;;
battlePass/msgbox/gotoBpShopTitle;To receive Battle Ass paid prizes, you must first purchase it in the store.;To receive Battle Pass paid prizes, you must first purchase it in the store.;nice;;;
battlePass/msgbox/gotoPrize;Go to unclaimed reward;Go to unclaimed reward;same;;;
battlePass/msgbox/gotoPrizeTitle;To receive the selected reward, you need to collect all the previous rewards in the lineup.;To receive the selected reward, you need to collect all the previous rewards in the lineup.;same;;;
battlePass/msgbox/alreadyReceived;Prize already received;Prize already received;same;;;
battlePass/msgbox/bpLevelInsufficient;To receive the selected prize, you need to earn the corresponding Battle Ass level.;To receive the selected prize, you need to earn the corresponding Battle Pass level.;nice;;;
mainmenu/btnPsnMatchReview;Player Review;Player Review;same;;;
condition/unlockByTime;Unlocks on {date};Unlocks on {date};same;;;
condition/unlockByLevel;Unlocks at Battle Ass Level {level};Unlocks at Battle Pass Level {level};nice;;;
warbonds/canBuySpecialTasks;Permits to purchase Special tasks;Permits to purchase Special tasks;same;;;
warbonds/canBuySpecialTasks/tooltip;A one-time permit is issued immediately after successfully receiving a reward for completing a Daily Medium Task.;A one-time permit is issued immediately after successfully receiving a reward for completing a Daily Medium Task.;same;;;
warbonds/canBuySpecialTasks/awardTitle;+{count} {count=permit/permits} to purchase Special task;+{count} {count=permit/permits} to purchase Special task;same;;;
congratulations;Congratulations!;Congratulations!;same;;;
battlePass/congratulations/buy;"You have purchased ""Battle Ass"" and can receive all prizes of the Season";"You have purchased ""Battle Pass"" and can receive all prizes of the Season";nice;;;
preloaderSettings/title;Loading screen filter;Loading screen filter;same;;;
preloaderSettings/maxBannedCount;Get an SSD to see less screens.;Cannot ban screen. You banned maximum number of screens.;nice;;;
preloaderSettings/hint;The loading screen filter is applied only after you login to the game with your personal account.;The loading screen filter is applied only after you login to the game with your personal account.;same;;;
preloaderSettings/trackProgress;Track progress;Track progress;same;;;
preloaderSettings/untrackProgress;Untrack progress;Untrack progress;same;;;
ps4/updateAvailable;"A new update is available. Please use ""Check for update"" function if it was not added to Downloads automatically.";"A new update is available. Please use ""Check for update"" function if it was not added to Downloads automatically.";same;;;
mainmenu/rewardsNotCollected;Rewards not collected;Rewards not collected;same;;;
mainmenu/fulfilledChallenges;Fulfilled challenges;Fulfilled challenges;same;;;
mainmenu/pageNumOfPages;Page {num} of {total};Page {num} of {total};same;;;
mainmenu/btnMoreOptions;More...;More...;same;;;
mainmenu/objectiveAvailable;Objective available;Objective available;same;;;
mainmenu/objectiveNameAvailable;;"Objective available: {unlockName}
Click on this label to go to the task";nice;;;
mainmenu/btnGotoAchievement;Go to the task;Go to the task;same;;;
mainmenu/clickOnLabel;;Click on this label to learn more;nice;;;
mainmenu/vehicleAvailableByEvent;"This vehicle can be obtained in the ""{eventName}"" event";"This vehicle can be obtained in the ""{eventName}"" event";same;;;
mainmenu/newObjectiveAvailable;New objective available;New objective available;same;;;
mainmenu/acceptObjective;Accept Objective;Accept Objective;same;;;
mainmenu/regionalUnlockActivationError;Failed to accept objective. Please try again later.;Failed to accept objective. Please try again later.;same;;;
mainmenu/promoteUnit;Available vehicle for purchase for a limited time;Available vehicle for purchase for a limited time;same;;;
mainmenu/eventUnit;A vehicle receiving event is available;A vehicle receiving event is available;same;;;
loading_bg;Loading screen;Loading screen;same;;;
loading_bg/login_layer;"P-47 Thunderbolt ""Ardennes""";"P-47 Thunderbolt ""Ardennes""";same;;;
loading_bg/login_layer_a1;Spitfire Mk IX;Spitfire Mk IX;same;;;
loading_bg/login_layer_b1;PBY-5 Catalina;PBY-5 Catalina;same;;;
loading_bg/login_layer_c1;F-86 Sabre;F-86 Sabre;same;;;
loading_bg/login_layer_d1;He 111;He 111;same;;;
loading_bg/login_layer_e1;Tiger H1 / Fw 190;Tiger H1 / Fw 190;same;;;
loading_bg/login_layer_f1;Pe-2;Pe-2;same;;;
loading_bg/login_layer_g1;Ki-84;Ki-84;same;;;
loading_bg/login_layer_h1;"P-47 Thunderbolt ""Aztec Eagle""";"P-47 Thunderbolt ""Aztec Eagle""";same;;;
loading_bg/login_layer_i1;F-84 Thunderjet;F-84 Thunderjet;same;;;
loading_bg/login_layer_j1;Bf 109 vs Spitfire;Bf 109 vs Spitfire;same;;;
loading_bg/login_layer_k1;F6F Hellcat;F6F Hellcat;same;;;
loading_bg/login_layer_l1;Me 410;Me 410;same;;;
loading_bg/login_layer_m1;Tiger H1;Tiger H1;same;;;
loading_bg/login_layer_n1;T-34-85 vs Panther;T-34-85 vs Panther;same;;;
loading_bg/login_layer_o1;F7F Tigercat;F7F Tigercat;same;;;
loading_bg/login_layer_p1;Ho 229;Ho 229;same;;;
loading_bg/login_layer_q1;Canberra;Canberra;same;;;
loading_bg/login_layer_s1;T-34-85;T-34-85;same;;;
loading_bg/login_layer_t1;USSR Ground Forces;USSR Ground Forces;same;;;
loading_bg/login_layer_u1;M18 GMC;M18 GMC;same;;;
loading_bg/login_layer_v1;Ju-87;Ju-87;same;;;
loading_bg/login_layer_w1;T-34-85 vs Pz.IV;T-34-85 vs Pz.IV;same;;;
loading_bg/login_layer_x1;IS-6;IS-6;same;;;
loading_bg/login_bkg_1_63_nolayers_jp;Ki-87;Ki-87;same;;;
loading_bg/login_bkg_1_63_nolayers_uk;Swingfire;Swingfire;same;;;
loading_bg/login_bkg_1_63_nolayers_us;M163;M163;same;;;
loading_bg/login_bkg_1_67_nolayers_jp;Ki-67;Ki-67;same;;;
loading_bg/login_bkg_1_67_nolayers_main;Centurion Mk.I;Centurion Mk.I;same;;;
loading_bg/login_bkg_1_67_nolayers_us;T14;T14;same;;;
loading_bg/login_bkg_1_67_nolayers_ger;Ru 251;Ru 251;same;;;
loading_bg/login_layer_static_art_destroer_sumner_wide;Sumner (DD-692);Sumner (DD-692);same;;;
loading_bg/login_layer_dyn_1_81_ussr;T-80B;T-80B;same;;;
loading_bg/login_layer_mig19pt;MiG-19;MiG-19;same;;;
loading_bg/login_layer_a179;M1 Abrams;M1 Abrams;same;;;
loading_bg/login_keyart_f_100d;F-100D;F-100D;same;;;
loading_bg/login_layer_1_87_t2;T-2;T-2;same;;;
loading_bg/login_layer_art_ukdest;British Naval Forces;British Naval Forces;same;;;
loading_bg/login_layer_187;AH-1F;AH-1F;same;;;
loading_bg/login_layer_it_cent;Centauro;Centauro;same;;;
loading_bg/login_layer_it_gg;G.91 R/1;G.91 R/1;same;;;
loading_bg/login_layer_mig21;MiG-21;MiG-21;same;;;
loading_bg/login_layer_yugumo;IJN Furutaka and IJN Yugumo;IJN Furutaka and IJN Yugumo;same;;;
loading_bg/login_layer_ah1;AH-1S;AH-1S;same;;;
loading_bg/login_layer_uk_lynx;British Ground Forces;British Ground Forces;same;;;
loading_bg/login_layer_leopard_2a4;Leopard 2A4;Leopard 2A4;same;;;
loading_bg/login_layer_1_75;French Ground Forces;French Ground Forces;same;;;
loading_bg/login_layer_b1_bis;B1 bis;B1 bis;same;;;
loading_bg/login_layer_us_1_77;"M1 Abrams ""Advancing Storm""";"M1 Abrams ""Advancing Storm""";same;;;
loading_bg/login_layer_bo_105;BO-105;BO-105;same;;;
loading_bg/login_layer_jp_1_65;Japanese Ground Forces;Japanese Ground Forces;same;;;
loading_bg/login_layer_fr_amx;AMX-40;AMX-40;same;;;
loading_bg/login_layer_fr_1_73;French Aircraft (D.510);French Aircraft (D.510);same;;;
loading_bg/login_layer_F_4_marathon;Operation S.U.F.F.E.R. — 2018;Operation S.U.M.M.E.R. — 2018;nice;;;
loading_bg/login_layer_173_narv;French Aircraft (S.O.8000 Narval);French Aircraft (S.O.8000 Narval);same;;;
loading_bg/login_layer_wt_6_years;6th Anniversary of War Thunder;6th Anniversary of War Thunder;same;;;
loading_bg/login_layer_stormer_hvm;Stormer HVM;Stormer HVM;same;;;
loading_bg/login_layer_f_4_phantom;F-4 Phantom;F-4 Phantom;same;;;
loading_bg/login_layer_1_93_mangusta;A129CBT Mangusta;A129CBT Mangusta;same;;;
loading_bg/login_layer_us_1_65;F6F-5 Hellcat;F6F-5 Hellcat;same;;;
loading_bg/login_layer_p51_1_71;P-51 Mustang;P-51 Mustang;same;;;
loading_bg/login_layer_saab_j29d;J29D Tunnan;J29D Tunnan;same;;;
loading_bg/login_layer_it_g91;G.91 R/4;G.91 R/4;same;;;
loading_bg/login_layer_bmp3;BMP-3;BMP-3;same;;;
loading_bg/login_layer_rooikat76;Rooikat Mk.1D;Rooikat Mk.1D;same;;;
loading_bg/login_layer_swedish_aircrafts;Swedish Aircraft;Swedish Aircraft;same;;;
loading_bg/login_layer_saab_j32b;J32B Lansen;J32B Lansen;same;;;
loading_bg/login_layer_ah_64d;AH-64D;AH-64D;same;;;
loading_bg/login_layer_sw_tanks;Swedish Ground Forces;Swedish Ground Forces;same;;;
loading_bg/login_layer_saab_j35;J35D Draken;J35D Draken;same;;;
loading_bg/login_layer_1_97_strf_90c;Strf 9040C;Strf 9040C;same;;;
loading_bg/login_layer_ka_52;Ka-52;Ka-52;same;;;
loading_bg/login_layer_object_279;Object 279;Object 279;same;;;
loading_bg/login_layer_1_04_20;Space Thunder;Space Thunder;same;;;
loading_bg/login_layer_trento;Trento;Trento;same;;;
loading_bg/login_layer_khrizantema;Khrizantema-S;Khrizantema-S;same;;;
loading_bg/login_layer_mirage_3c;Mirage IIIC;Mirage IIIC;same;;;
loading_bg/login_layer_t72b;T-72B;T-72B;same;;;
loading_bg/login_layer_g5_e;Q-5 early;Q-5 early;same;;;
loading_bg/login_layer_northampton;USS Northampton;USS Northampton;same;;;
loading_bg/login_layer_jaguar;Jaguar GR.1;Jaguar GR.1;same;;;
loading_bg/login_layer_t90;T-90A;T-90A;same;;;
loading_bg/login_layer_forrestal;USS Forrestal;USS Forrestal;same;;;
loading_bg/login_layer_battleship_dreadnought;HMS Dreadnought;HMS Dreadnought;same;;;
loading_bg/login_layer_harrier_gr1;Harrier GR.1;Harrier GR.1;same;;;
loading_bg/login_layer_battlecruiser_von_der_tann;SMS Von der Tann;SMS Von der Tann;same;;;
loading_bg/login_layer_helicopters_it;Italian Helicopters;Italian Helicopters;same;;;
loading_bg/login_layer_atomic_tank;The Atomic Tank;The Atomic Tank;same;;;
loading_bg/login_layer_atomic_tank/desc;"Reward for level 100 of the ""Steel Centurion"" Battle Ass Season";"Reward for 100th level of the ""Steel Centurion"" Battle Pass Season";nice;;;
loading_bg/login_layer_m6a2e1;M6A2E1;M6A2E1;same;;;
loading_bg/login_layer_m6a2e1/desc;"Reward for level 100 of the ""Strength Athletics"" Battle Ass Season";"Reward for 100th level of the ""Strength Athletics"" Battle Pass Season";nice;;;
loading_bg/login_layer_f_5a_rocaf;F-5A Freedom Fighter;F-5A Freedom Fighter;same;;;
loading_bg/login_layer_su_17;Su-17;Su-17;same;;;
loading_bg/login_layer_rsa_ground;South African Ground Forces;South African Ground Forces;same;;;
loading_bg/login_layer_thunder_toon_air;TailSpin;TailSpin;same;;;
loading_bg/login_layer_thunder_toon_chars;Sky pirates;Sky pirates;same;;;
loading_bg/login_layer_wt2077;Warfare 2077;Warfare 2077;same;;;
loading_bg/login_layer_cn_spaag;Chinese SPAAGs;Chinese SPAAGs;same;;;
loading_bg/login_layer_t_80bvm;T-80BVM;T-80BVM;same;;;
loading_bg/login_layer_mig23_m;MiG-23M;MiG-23M;same;;;
loading_bg/login_layer_panhard_ebr_1963;Panhard E.B.R. (1963);Panhard E.B.R. (1963);same;;;
loading_bg/login_layer_panhard_ebr_1963/desc;"Reward for level 100 of the ""Fearless Voltigeur"" Battle Ass Season";"Reward for 100th level of the ""Fearless Voltigeur"" Battle Pass Season";nice;;;
loading_bg/login_layer_mig_27;MiG-27M;MiG-27M;same;;;
loading_bg/login_layer_saab_ja37;JA37C;JA37C;same;;;
loading_bg/login_layer_m1a1_hc;M1A1 HC;M1A1 HC;same;;;
loading_bg/login_layer_pt_76_57;PT-76-57;PT-76-57;same;;;
loading_bg/login_layer_pt_76_57/desc;"Reward for level 100 of the ""River Hunter"" Battle Ass Season";"Reward for 100th level of the ""River Hunter"" Battle Pass Season";nice;;;
loading_bg/login_layer_wiesels;Wiesels;Wiesels;same;;;
loading_bg/login_layer_jaguar_a;Jaguar A;Jaguar A;same;;;
loading_bg/login_layer_avre;Centurion AVRE;Centurion AVRE;same;;;
loading_bg/login_layer_9_years;9th Anniversary of War Thunder;9th Anniversary of War Thunder;same;;;
loading_bg/login_layer_battleship_scharnhorst;Scharnhorst;Scharnhorst;same;;;
loading_bg/login_layer_type10;Type 10;Type 10;same;;;
loading_bg/login_layer_kfir_c7;Kfir C7;Kfir C7;same;;;
loading_bg/login_layer_israel_aircraft;IAF;IAF;same;;;
loading_bg/login_layer_su_8;Su-8;Su-8;same;;;
loading_bg/login_layer_su_8/desc;"Reward for level 100 of the ""Firepower"" Battle Ass Season";"Reward for 100th level of the ""Firepower"" Battle Pass Season";nice;;;
loading_bg/login_layer_a_10a;A-10A;A-10A;same;;;
loading_bg/login_layer_arizona_1931;USS Arizona;USS Arizona;same;;;
loading_bg/login_layer_black_night;Black Night;Black Night;same;;;
loading_bg/login_layer_desert_2022;Father of the Desert — 2022;April's Fool Event — 2022;trim;;;
loading_bg/login_layer_elefant;Elefant;Elefant;same;;;
loading_bg/login_layer_elefant/desc;"Reward for level 100 of the ""Armored Elephant"" Battle Ass Season";"Reward for 100th level of the ""Armored Elephant"" Battle Pass Season";nice;;;
loading_bg/login_layer_battlecruiser_hood;HMS Hood;HMS Hood;same;;;
loading_bg/login_layer_g6_rhino;G6 Rhino;G6 Rhino;same;;;
loading_bg/login_layer_f_14a;F-14A;F-14A;same;;;
loading_bg/login_layer_object_248;Object 248;Object 248;same;;;
loading_bg/login_layer_object_248/desc;"Reward for level 100 of the ""Field Testing"" Battle Ass Season";"Reward for 100th level of the ""Field Testing"" Battle Pass Season";nice;;;
loading_bg/login_layer_leopard_2a6;Leopard 2A6;Leopard 2A6;same;;;
loading_bg/login_layer_changhe_z10;Z-10;Z-10;same;;;
loading_bg/login_layer_battlecruiser_alaska;USS Alaska;USS Alaska;same;;;
loading_bg/login_layer_m1a2_abrams;M1A2 Abrams;M1A2 Abrams;same;;;
loading_bg/login_layer_su_25;Su-25;Su-25;same;;;
loading_bg/login_layer_douglas_a_1h;A-1H;A-1H;same;;;
loading_bg/login_layer_douglas_a_1h/desc;"Reward for level 100 of the ""Smell of Victory"" Battle Ass Season";"Reward for level 100 of the ""Smell of Victory"" Battle Pass Season";nice;;;
loading_bg/login_layer_churchill_crocodile;Churchill Crocodile;Churchill Crocodile;same;;;
loading_bg/login_layer_air_finland;Finnish Air Forces;Finnish Air Forces;same;;;
loading_bg/login_layer_finnish_ground_forces;Finnish Ground Forces;Finnish Ground Forces;same;;;
loading_bg/login_layer_wt_10_years;10th Anniversary of War Thunder;10th Anniversary of War Thunder;same;;;
loading_bg/login_layer_sturmmorser_sturmtiger;38 cm Sturmmörser;38 cm Sturmmörser;same;;;
loading_bg/login_layer_wolfpack;M1128 Wolfpack;M1128 Wolfpack;same;;;
loading_bg/login_layer_cruiser_garibaldi_class_abruzzi;RN Duca degli Abruzzi;RN Duca degli Abruzzi;same;;;
loading_bg/login_layer_apex_predators;Apex Predators;Apex Predators;same;;;
loading_bg/login_layer_amx_50_1950;AMX-50 (TO90/930);AMX-50 (TO90/930);same;;;
loading_bg/login_layer_amx_50_1950/desc;"Reward for level 100 of the ""Royal Guard"" Battle Ass Season";"Reward for level 100 of the ""Royal Guard"" Battle Pass Season";nice;;;
loading_bg/login_layer_ah_6m;AH-6M;AH-6M;same;;;
loading_bg/login_layer_desmonies_nevada;USS Des Moines and USS Nevada;USS Des Moines and USS Nevada;same;;;
loading_bg/login_layer_char_2c;Char 2C;Char 2C;same;;;
loading_bg/login_layer_yak_141;Yak-141;Yak-141;same;;;
loading_bg/login_layer_armored_vehicles;Modern APC;Modern APC;same;;;
loading_bg/login_layer_j_8f;J-8F;J-8F;same;;;
loading_bg/login_layer_la_royale;French Naval Forces;French Naval Forces;same;;;
loading_bg/login_layer_mi_8_to_55;Mi-8 and TO-55;Mi-8 and TO-55;same;;;
loading_bg/login_layer_chaparral;Chaparral;Chaparral;same;;;
loading_bg/login_layer_kings_battle;Kings of Battles;Kings of Battles;same;;;
loading_bg/login_layer_yamashiro;IJN Yamashiro;IJN Yamashiro;same;;;
loading_bg/login_layer_hungary_ground_vehicles;Hungarian Ground Forces;Hungarian Ground Forces;same;;;
loading_bg/login_layer_football;Tank Football — Inspiration;Tank Football — Inspiration;same;;;
loading_bg/login_layer_mobile_infantry;Mobile Infantry;Mobile Infantry;same;;;
loading_bg/login_layer_centurion_mk2;Centurion Mk.2;Centurion Mk.2;same;;;
loading_bg/login_layer_centurion_mk2/desc;"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Ass Season";"Reward for level 100 of the ""Her Majesty's Hussar"" Battle Pass Season";nice;;;
loading_bg/login_layer_atomic_thunder;Atomic Thunder — Hedgie;Atomic Thunder — Hedgie;same;;;
loading_bg/login_layer_atomic_thunder_twins_01;Atomic Thunder — MiG-15;Atomic Thunder — MiG-15;same;;;
loading_bg/login_layer_atomic_thunder_twins_02;Atomic Thunder — War Machines;Atomic Thunder — War Machines;same;;;
loading_bg/login_layer_spz_12_3;SPz 12-3 LGS;SPz 12-3 LGS;same;;;
loading_bg/login_layer_spz_12_3/desc;"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Ass Season";"Reward for level 100 of the ""Armour Breaking Ambusher"" Battle Pass Season";nice;;;
loading_bg/login_layer_strikemaster;Strikemaster Mk.88;Strikemaster Mk.88;same;;;
loading_bg/login_layer_strikemaster/desc;"Reward for level 100 of the ""Tropical Storm"" Battle Ass Season";"Reward for level 100 of the ""Tropical Storm"" Battle Pass Season";nice;;;
loading_bg/login_layer_night_battles;Night Battle;Night Battle;same;;;
loading_bg/login_layer_submarine_convoy_hunting;Battle of the Atlantic;Battle of the Atlantic;same;;;
loading_bg/login_layer_wt_11_years_fire;11th Anniversary of War Thunder;11th Anniversary of War Thunder;same;;;
loading_bg/login_layer_wt_11_years_dark;11th Anniversary of War Thunder;11th Anniversary of War Thunder;same;;;
loading_bg/login_layer_togii;TOG II;TOG II;same;;;
loading_bg/login_layer_jas39Gripen;JAS 39 Gripen;JAS 39 Gripen;same;;;
loading_bg/login_layer_vt_4b;VT-4;VT-4;same;;;
loading_bg/login_layer_air_superiority;Air Superiority;Air Superiority;same;;;
loading_bg/login_layer_winter_marathon_2024;Winter Extreme 2023-24;Winter Extreme 2023-24;same;;;
loading_bg/login_layer_m551_76;M551(76);M551(76);same;;;
loading_bg/login_layer_m551_76/desc;"Reward for level 100 in the ""Airborne General"" Battle Ass Season";"Reward for level 100 in the ""Airborne General"" Battle Pass Season";nice;;;
loading_bg/login_layer_call_of_the_dragon;Call of the Dragon;Call of the Dragon;same;;;
loading_bg/login_layer_zbd_04a;ZBD04A;ZBD04A;same;;;
loading_bg/login_layer_f20;F-20A Tigershark;F-20A Tigershark;same;;;
loading_bg/login_layer_hungary_aircrafts;Hungarian Air Force;Hungarian Air Force;same;;;
loading_bg/login_layer_mad_thunder;Mad Thunder;Mad Thunder;same;;;
loading_bg/login_layer_kungstiger;Kungstiger;Kungstiger;same;;;
loading_bg/login_layer_kungstiger/desc;"Reward for level 100 in the ""Northern King"" Battle Ass Season";"Reward for level 100 in the ""Northern King"" Battle Pass Season";nice;;;
loading_bg/login_layer_f_4f_lws_lv;F-4F KWS LV;F-4F KWS LV;same;;;
loading_bg/login_layer_desert_warrior;Desert Warrior;Desert Warrior;same;;;
loading_bg/login_layer_fokker_g1a;Fokker G.IA;Fokker G.IA;same;;;
loading_bg/login_layer_seek_and_destroy;Seek and Destroy;Seek and Destroy;same;;;
loading_bg/login_layer_sholef;Sholef V.1;Sholef V.1;same;;;
loading_bg/login_layer_sholef/desc;"Reward for level 100 in the ""Skilled Marksman"" Battle Ass Season";"Reward for level 100 in the ""Skilled Marksman"" Battle Pass Season";nice;;;
loading_bg/login_layer_battlecruiser_izmail;Izmail;Izmail;same;;;
loading_bg/login_layer_tactical_wheeled_vehicle;CTWV RCV;CTWV RCV;same;;;
loading_bg/login_layer_dance_of_dragons;Dance of Dragons;Dance of Dragons;same;;;
loading_bg/login_layer_he_177a_3;He 177 A-3/R3 Greif;He 177 A-3/R3 Greif;same;;;
loading_bg/login_layer_he_177a_3/desc;"Reward for level 100 in the ""Guided Fury"" Battle Ass Season";"Reward for level 100 in the ""Guided Fury"" Battle Pass Season";nice;;;
loading_bg/login_layer_mi_24_super_hind;Superhind MK IV;Superhind MK IV;same;;;
loading_bg/login_layer_f_117;F-117;F-117;same;;;
loading_bg/login_layer_su_34;Su-34;Su-34;same;;;
loading_bg/login_layer_luchs_a2_fv107_scimitar;Luchs A2 and Scimitar;Luchs A2 and Scimitar;same;;;
loading_bg/login_layer_wt_12_years;12th Anniversary of War Thunder;12th Anniversary of War Thunder;same;;;
loading_bg/login_layer_air_marathon_2024;IAR-93B;IAR-93B;same;;;
loading_bg/login_layer_rafale;Rafale and Typhoon;Rafale and Typhoon;same;;;
loading_bg/login_layer_pzh_2000;PzH 2000;PzH 2000;same;;;
loading_bg/login_layer_fa_18c_late;F/A-18C;F/A-18C;same;;;
loading_bg/login_layer_f2s19m1_msta_s;2S19M1;2S19M1;same;;;
loading_bg/login_layer_su_30sm;Su-30SM;Su-30SM;same;;;
loading_bg/login_layer_iris_slm_launch;IRIS-T SLM;IRIS-T SLM;same;;;
loading_bg/login_layer_rah_66_comanche;RAH-66;RAH-66;same;;;
loading_bg/login_layer_pgz_625_fb10;CS/SA5;CS/SA5;same;;;
loading_bg/login_layer_yamato;IJN Yamato;IJN Yamato;same;;;
loading_bg/login_layer_m46_france;"Char Moyen Type ""Patton"" M46";"Char Moyen Type ""Patton"" M46";same;;;
loading_bg/login_layer_m46_france/desc;"Reward for level 100 in the ""The Last Legionnaire"" Battle Pass Season";"Reward for level 100 in the ""The Last Legionnaire"" Battle Pass Season";same;;;
loading_bg/login_layer_football_event_2025;Tank Football — What a kick!;Tank Football — What a kick!;same;;;
loading_bg/login_layer_ship_marathon_strasbourg;Strasbourg;Strasbourg;same;;;
loading_bg/login_layer_the_great_war;The Great War;The Great War;same;;;
loading_bg/login_layer_t_44_po;T-44 First Modification;T-44 First Modification;same;;;
loading_bg/login_layer_t_44_po/desc;"Reward for level 100 in the ""First Sample"" Battle Pass Season";"Reward for level 100 in the ""First Sample"" Battle Pass Season";same;;;
loading_bg/login_layer_wz_141;WZ-141-1;WZ-141-1;same;;;
loading_bg/login_layer_wz_141/desc;"Reward for level 100 in the ""Flying Dragon"" Battle Pass Season";"Reward for level 100 in the ""Flying Dragon"" Battle Pass Season";same;;;
loading_bg/login_layer_ship_marathon_hiburi;IJN Shisaka;IJN Shisaka;same;;;
loading_bg/login_layer_germ_battlecruiser_mackensen;Mackensen;Mackensen;same;;;
loading_bg/login_layer_battleship_nelson;HMS Nelson;HMS Nelson;same;;;
loading_bg/login_layer_m55;M55;M55;same;;;
loading_bg/login_layer_oplot_t;BM Oplot-T;BM Oplot-T;same;;;
loading_bg/login_layer_fire_and_forget;Attack helicopters;Attack helicopters;same;;;
loading_bg/login_layer_re_2005_vdm;RE 2005 (VDM);RE 2005 (VDM);same;;;
loading_bg/login_layer_re_2005_vdm/desc;"Reward for level 100 in the ""Brave Archer"" Battle Pass Season";"Reward for level 100 in the ""Brave Archer"" Battle Pass Season";same;;;
loading_bg/login_layer_xf5u;XF5U-1;XF5U-1;same;;;
loading_bg/login_layer_ah_56a;AH-56A;AH-56A;same;;;
loading_bg/login_layer_hawk_200;Hawk 200;Hawk 200;same;;;
loading_bg/login_layer_jaguar_ebrc;EBRC Jaguar;EBRC Jaguar;same;;;
loading_bg/login_layer_mig_25pd;MiG-25PD;MiG-25PD;same;;;
loading_bg/login_layer_fa_18e_block_2;F/A-18E;F/A-18E;same;;;
loading_bg/login_layer_battleship_prince_of_wales;HMS Prince of Wales;HMS Prince of Wales;same;;;
loading_bg/login_layer_bmpt_72;BMPT-72;BMPT-72;same;;;
loading_bg/login_layer_ny_marathon_25;Winter Concert;Winter Concert;same;;;
event/chronicles;Chronicles of World War II;Chronicles of World War II;same;;;
event/winter_holidays;Winter Holidays;Winter Holidays;same;;;
event/good_old_summer;Good Old S.U.F.F.E.R.;Good Old S.U.M.M.E.R.;nice;;;
